,logD,smiles,pH
1343,3.82,O=C(Nc1cc(nn1c2ccccc2)c3ccccc3)c4cccc(c4)C#N,7.4
1344,-1.45,CN(C)c1cccc2c(cccc12)S(=O)(=O)N(C)CC(=O)O,7.4
1345,1.99,Cc1cc(on1)c2ccc(cc2F)N3C[C@H](Cn4ccnn4)OC3=O,7.4
1346,2.06,COc1ccnc(NC2CCN(CC2)C(=O)c3ccccc3)c1,7.4
1347,3.4,CCC(=O)N[C@H]1CC[C@H](C1)C(=O)N(C)c2ccc(cc2)c3oc4ccccc4n3,7.4
1348,1.94,Nc1c(cnn1c2ccc(F)cc2)C(=O)c3cccc(OC[C@H](O)CO)c3,7.4
1349,3.3,O=C1C=C(N=C2N(Cc3cccc4ccccc34)C=CN12)N5CCOCC5,7.4
1350,3.3,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN4CCN(C)CC4,7.4
1351,1.49,O=C1NCCc2[nH]c(cc12)c3ccncc3,7.4
1352,3.0,CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,7.4
1353,2.74,COc1cc(ccc1OCCN2CCCC2)N3C=Nc4cc(sc4C3=O)c5ccc(Cl)cc5,7.4
1354,2.34,CN(C)c1ccnc2sc3C(=O)N(C=Nc3c12)c4ccccc4,7.4
1355,2.8,CN1CCc2c(NC(=O)Cc3ccccc3)c4ccccc4nc12,7.4
1356,1.83,C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)nc(OC(C4CC4)C(F)(F)F)nc23,7.4
1357,1.2,Cc1c[nH]c(\C=C\2/C(=O)Nc3ccccc23)c1CCC(=O)O,7.4
1358,3.43,COc1ccc(Nc2nccc(n2)c3cnc(C)n3C(C)C)cc1,7.4
1359,1.82,C[C@H](Oc1ncc(Cl)c(Nc2cc(C)[nH]n2)n1)c3ncc(F)cn3,7.4
1360,2.09,Clc1cnc(cc1C(=O)NCC23CC4CC(CC(C4)C2)C3)N5CCNCC5,7.4
1361,3.25,Cc1c(Sc2ccc(Cl)cc2)c3cc(Cl)ccc3n1Cc4nnn[nH]4,7.4
1362,-0.86,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C2=O)C(=O)O,7.4
1363,1.47,CN(C)CCOC(c1ccccc1)c2ccccc2C,7.4
1364,3.1,CC(C)c1noc(n1)N2CCN([C@H](C)C2)c3ncc(OCc4ccncc4C#N)cn3,7.4
1365,2.9,C[C@@H](N(CC1CCS(=O)(=O)CC1)C(=O)Cc2ccc(c(F)c2)C(F)(F)F)C3=Nc4ncccc4C(=O)N3c5ccc(Cl)cc5,7.4
1366,3.4,CCOc1ccc2nc(NC(=O)CC)sc2c1,7.4
1367,-1.28,CC1=CN([C@H]2CCCN(C2)S(=O)(=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C(=O)NC1=O,7.4
1368,2.5,[O-][N+](=O)c1ccc(cc1)C2=Nc3ccccc3C(=O)N2,7.4
1369,2.7,O=C(NCc1ccccn1)c2ccc(Oc3ccccc3)cc2,7.4
1370,2.66,CN1CCN(CC1)S(=O)(=O)c2ccc(cc2F)c3cnc(N)c(n3)C(=O)Nc4cccnc4,7.4
1371,2.55,COc1ccccc1C2=COc3cc(O)ccc3C2=O,7.4
1372,1.06,Cn1cc(CN2CCc3cc4nc(N)sc4cc3CC2)cn1,7.4
1373,2.0,Fc1ccc(cc1F)N2C=CN=C(SCC(=O)NC3CCCC3)C2=O,7.4
1374,1.91,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)OCc3ccccn3)C(=O)C(F)(F)F,7.4
1375,3.35,Cn1c(SCc2c(Cl)cccc2Cl)nnc1c3ccc4nonc4c3,7.4
1376,1.96,COc1ccc(cc1)C(=O)CS(=O)(=O)c2ccccc2,7.4
1377,3.42,CN(C)CC\C=C\1/c2ccccc2Sc3ccc(Cl)cc13,7.4
1378,3.2,Clc1ccc(cc1)C2(CCC2)C(=O)Nc3oc(nn3)C(=O)Nc4ccc(cc4)N5CCOCC5,7.4
1379,2.75,C[C@H](CO)Nc1nc(SCc2ccccc2)nc3NC(=O)Nc13,7.4
1380,2.65,COCCN(C)Cc1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1,7.4
1381,0.56,CC(COc1ccccc1)NC(C)C(O)c2ccc(O)cc2,7.4
1382,2.9,CN(C1CCN(Cc2ccc(cc2)C(F)(F)F)CC1)C(=O)Cc3ccc(NC(=O)C)cc3,7.4
1383,3.27,C[C@@H](C[C@@](C)(CS(=O)(=O)N1CCN(CCc2ccc(Cl)cc2Cl)CC1)N(O)C=O)c3ncc(F)cn3,7.4
1384,2.9,CN1CCN(CC1)c2ccc(Nc3ncc(F)c(N[C@@H]4[C@@H]5C[C@@H](C=C5)[C@@H]4C(=O)N)n3)cc2C,7.4
1385,1.74,Cc1ccc2c(c1)c(Sc3ccccc3)c(CC(=O)O)n2C,7.4
1386,2.76,CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)N4CC(C4)NC(=O)C)ncc2F,7.4
1387,1.07,NC(=O)c1cc2ccccc2nc1N,7.4
1388,0.6,O=C(N1CCNCC1)c2cc3ccccc3[nH]2,7.4
1389,3.71,N#CCc1c[nH]c2ccc(OCc3ccccc3)cc12,7.4
1390,2.1,CN([C@@H]1CCN(Cc2nc3ccccc3s2)C[C@@H]1F)C(=O)Cc4ccc(cc4)S(=O)(=O)C,7.4
1391,2.47,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2CC[C@H]3CCN(CCc4ccccc4)C[C@@H]23,7.4
1392,1.05,CC(C)C(NC(=O)CN1C(=O)C(=CN=C1c2ccc(F)cc2)N)C(=O)C(F)(F)F,7.4
1393,2.5,Cc1cc(Nc2ccnc(NCc3onc(c3)C4CC4)n2)n[nH]1,7.4
1394,0.66,COc1ccc2CCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,7.4
1395,2.46,COc1cccc(c1)C(=O)NCCCOc2cccc3ccc(N)nc23,7.4
1396,3.24,Cc1ccc(cc1)c2ccc(F)cc2COc3ccc(CCC(=O)O)cc3,7.4
1397,-0.46,CC[C@H](C)[C@H](N)C1=N[C@@H](CS1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@H]2CCCCNC(=O)[C@H](CC(=O)N)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@@H](Cc4ccccc4)NC(=O)[C@@H](NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC,7.4
1398,3.42,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)[C@@H](C)C(=O)N,7.4
1399,1.52,OC(=O)c1[nH]c2cc(Cl)cc(Cl)c2c1\C=C\C(=O)Nc3ccccc3,7.4
1400,2.84,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)NCc3cccnc3)C(=O)C(F)(F)F,7.4
1401,3.45,CC[C@H](NC(=O)c1c([S+]([O-])CC)c(nc2ccccc12)c3ccccc3)c4ccccc4,7.4
1402,1.7,Nc1n[nH]c2c(Cl)cccc12,7.4
1403,0.49,NC(=O)c1cccc(OC2CCN(CC3CC3)CC2)c1,7.4
1404,1.38,Cc1cc(CN2Cc3ccccc3C2C(=O)Nc4ccc(Cl)cc4)ccc1OCC(=O)O,7.4
1405,4.21,CC(C)CN1C(=O)N(C)C(=O)c2c(SC3CCCC3)c(Cc4ccccc4C(F)(F)F)sc12,7.4
1406,2.68,OC(=O)[C@H](Cc1cccc(F)c1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,7.4
1407,0.47,CC1SC2=C(C(=O)O)C(=O)c3cc(F)c(cc3N12)N4CCN(CC5=C(C)OC(=O)O5)CC4,7.4
1408,3.3,CN([C@H]1CCN(Cc2ccc(cc2)C(F)(F)F)C[C@H]1F)C(=O)Cc3ccc(cc3)n4cnnn4,7.4
1409,0.8,CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(c(F)c2)n3cc(nn3)C#N,7.4
1410,0.83,COC(=O)c1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,7.4
1411,3.9,Clc1ccc2OCOc2c1Nc3ccnc(Nc4ccccc4)n3,7.4
1412,2.98,COc1cc(OC2CCN(C)CC2)c3c(Nc4c(Cl)ccc5OCOc45)ncnc3c1,7.4
1413,2.41,Cc1cc(CN2Cc3ccccc3C[C@H]2C(=O)Nc4ccc(Cl)cc4Cl)ccc1OCC(=O)O,7.4
1414,3.8,Oc1ccc(cc1)C2=Cc3ccc(O)cc3OC2,7.4
1415,0.83,OB(O)c1ccccc1C=O,7.4
1416,1.21,O=C(N1CC(=O)Nc2ccccc12)c3occc3,7.4
1417,1.57,Oc1ccc(CCNCCCS(=O)(=O)NCCOCCc2ccc(F)cc2)c3sc(O)nc13,7.4
1418,2.55,CCN(C1CCN(CC[C@H](c2ccc(cc2)S(=O)(=O)C)c3cc(F)c(F)c(F)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,7.4
1419,3.5,C[C@@H]1CN(CCN1c2ncc(OCC3CCN(CC3)S(=O)(=O)C)cn2)C(=O)OC(C)(C)C,7.4
1420,0.2,O=C1C=CN=C2C=CC=CN12,7.4
1421,0.11,O[C@@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@@H]1NCc4ccc5OCC(=O)Nc5n4,7.4
1422,1.01,CNC(=O)c1ccc2C(=O)C=C(Nc2c1)c3cccnc3,7.4
1423,2.78,Clc1n[nH]c2cccc(Nc3ccnc(Nc4cc(cc(c4)N5CCOCC5)N6CCOCC6)n3)c12,7.4
1424,2.82,Nc1ccccc1NC(=O)c2ccc(cc2)c3ncc(CN4CCCCC4)s3,7.4
1425,-0.04,COc1cc(ccc1OC[C@H](OP(=O)(O)O)C2CC2)N3C=Nc4cc(sc4C3=O)c5ccc(Cl)cc5,7.4
1426,3.37,CCCC(=O)Nc1ccc(Cl)c(c1)c2oc3cccnc3n2,7.4
1427,-0.05,O=C(Nc1cccc(c1)c2nnn[nH]2)c3cccc4[nH]cnc34,7.4
1428,0.54,Cc1c(Sc2ccc(Cl)cc2)c3cc(ccc3n1CC(=O)O)S(=O)(=O)C,7.4
1429,0.06,Cc1ccc2c(c1)c(c(C)n2CC(=O)O)S(=O)(=O)c3ccc(Cl)cc3,7.4
1430,0.8,CCC1(CCCCN(C)C1)c2cccc(O)c2,7.4
1431,2.5,COc1ccc(cc1)S(=O)(=O)NC2=CC=C(N(CC(=O)NC(C(C)C)C(=O)C(F)(F)F)C2=O)c3ccccc3,7.4
1432,-0.53,COc1cc(OC)c(cc1NC(=O)CCC(=O)O)S(=O)(=O)N2c3ccccc3Oc4ccccc24,7.4
1433,2.62,Oc1ccc(CCNCCCS(=O)(=O)NCCOCCc2cccc(c2)C(F)(F)F)c3sc(O)nc13,7.4
1434,2.9,CCCSc1nc2ccc(NC(=O)CCNC(=O)N)cc2s1,7.4
1435,4.3,CC(C)C[C@H](CO)Nc1nc(S[C@@H](C)c2ccccc2)nc3NC(=O)Sc13,7.4
1436,0.7,CCC(N1NC(=O)c2nc3cc(Cl)ccc3c(O)c2C1=O)c4cccnc4,7.4
1437,2.18,COc1cc(Nc2cc(nc(N[C@@H](C)c3ncc(F)cn3)n2)N4CCOCC4)n[nH]1,7.4
1438,2.1,NC(=O)c1ccc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)c(F)c1,7.4
1439,3.5,CN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)Cc4ccc(Cl)cc4,7.4
1440,3.0,Nc1ncccc1NCc2cccc(c2)c3cccnc3,7.4
1441,3.57,Clc1ccc(NC(=O)N2CCN(C[C@@H]3CCCN(C3)C4CC4)CC2)cc1Cl,7.4
1442,-0.1,Nc1nnc(CCSCCc2nnc(N)s2)s1,7.4
1443,-0.05,CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2F)n1,7.4
1444,2.39,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)N4CCN(CC4)C(=O)C)n2,7.4
1445,2.71,CN1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c6oc(cc6)S(=O)(=O)C)c3C1=O,7.4
1446,2.98,COCCC(=O)NC(C)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1,7.4
1447,0.51,CC(C)Cc1ccc(cc1)[C@@H](C)C(=O)NS(=O)(=O)C,7.4
1448,2.6,COC(=O)CCCCCCC(=O)Nc1ccc2C(=O)C(=O)c3ccccc3c2c1,7.4
1449,3.6,Oc1cc(O)c2C(=O)C(=COc2c1)c3ccc(F)cc3,7.4
1450,2.69,CC(=O)Nc1cnc2ccn(c3cc(NC4CC4)n5ncc(C#N)c5n3)c2c1,7.4
1451,0.44,CC[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c3ccccc3,7.4
1452,3.3,C(Cc1nc2ccccc2[nH]1)c3nc4ccccc4[nH]3,7.4
1453,3.22,CC[C@H](CO)Nc1nc(SCc2ccccc2)nc3NC(=O)Sc13,7.4
1454,1.64,O[C@]1(CN2CCC1CC2)C#Cc3ccc(Oc4ccc(cc4)C(=O)NC5CCS(=O)(=O)C5)cc3,7.4
1455,2.54,COc1cc(cc(OC)c1OC)C(=O)Nc2cc(NC(=O)c3cccc(c3)N(C)C)ccc2C,7.4
1456,3.67,Fc1cccc(COc2cc(OCCCN3CCCC3)ccc2C(=O)Nc4ccccc4)c1,7.4
1457,2.35,C[C@H](NC(=O)c1c(NS(=O)(=O)c2ccc(C)cc2)n(nc1C(F)(F)F)c3ccccc3)C(C)(C)C,7.4
1458,-0.87,NC(=O)c1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c3ncnc(N)c13,7.4
1459,3.59,COc1ccc(Oc2ncccc2C(=O)NCc3ccccc3Cl)cc1,7.4
1460,2.81,COc1cc2ncc(C(=O)N)c(Nc3ccccc3F)c2cc1OC,7.4
1461,-0.01,CC(C)NCCCOc1ccc(NC(=O)C)cc1CC=C,7.4
1462,3.01,CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)N4CCOCC4)ncc2F,7.4
1463,2.1,CN(C)C(=O)c1ncc(Oc2cc(cc3oc(C)cc23)C(=O)Nc4cnc(C)cn4)cn1,7.4
1464,3.4,C(=C\c1c(nc2sccn12)c3ccccc3)/c4ccncn4,7.4
1465,3.27,CCOc1ccc(cc1)N2C(=Nc3ccccc3C2=O)CC,7.4
1466,3.57,CCCc1c(O)c(ccc1OCCCSc2ccc(CC(=O)O)cc2Cl)C(=O)CC,7.4
1467,3.9,CC1=NC(=C(NC1=O)c2ccc(CN3CCC(CC3)N4C(=O)Nc5ccccc45)cc2)c6ccccc6,7.4
1468,1.34,ON(C=O)C1(CS(=O)(=O)N2CCN(CC2)c3ccc(F)cc3)CCC1,7.4
1469,4.24,O=C(Nc1ccccn1)c2ccc3[nH]c(nc3c2)c4ccc(NC(=O)C56CC7CC(CC(C7)C5)C6)cc4,7.4
1470,2.28,Nc1ccccc1NC(=O)c2ccc(CNc3nccc(n3)c4cccnc4)cc2,7.4
1471,2.05,CCCSc1nc(N[C@@H]2C[C@H]2c3ccccc3)c4nnn([C@@H]5C[C@@H]([C@@H](O)[C@H]5O)C(=O)N)c4n1,7.4
1472,1.3,COc1ccc2nc(C)cc(c2c1)n3cc(CN4CCN(CC4)C(=O)C)nn3,7.4
1473,1.64,C1NCC(CC=C1)c2ccc3ccccc3c2,7.4
1474,1.65,C(Cc1ccccc1)NCc2ccccc2,7.4
1475,0.05,CCC1(C(=O)NC(=O)NC1=O)c2ccccc2,7.4
1476,1.77,O[C@@]1(CN2CCC1CC2)C#Cc3ccc(Oc4ccc(cc4)C(=O)NCc5ccncn5)cc3,7.4
1477,2.75,CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(NC(=O)c5ccccc5F)ccc4C,7.4
1478,3.06,Oc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=O,7.4
1479,3.42,CCn1cc(NC(=O)Cc2ccc(Oc3ccnc4cc(OC)c(OC)cc34)cc2OC)cn1,7.4
1480,2.8,COCCNS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc4cccnn34)cc1,7.4
1481,2.61,Cc1c(Sc2ccc(Cl)cc2)c3c(cccc3n1CC(=O)O)c4ccccc4,7.4
1482,2.9,CN(c1ccnc(Nc2cc(cc(c2)S(=O)(=O)C)N3CCOCC3)n1)c4cc(CO)ccc4C,7.4
1483,2.47,CC(C)C(NC(=O)CN1C(=O)C(=CN=C1c2ccc(F)cc2)NC(=O)OCc3ccccc3)C(=O)C(F)(F)F,7.4
1484,3.7,Cc1nocc1C(=O)Nc2ccc(c(N)n2)c3ccccc3OC(F)(F)F,7.4
1485,2.2,CC1(COc2cc(ccc2NC(=O)CN3CCOCC3)c4cccc5C(=O)C=C(Oc45)N6CCOCC6)COC1,7.4
1486,2.7,Oc1ccc(cc1)c2nc3ccccc3nc2c4ccc(O)cc4,7.4
1487,1.56,Clc1cnc(OC2CCNCC2)cc1C(=O)NCC34CC5CC(CC(C5)C3)C4,7.4
1488,1.6,Cc1nc(C)c(nc1C(=O)N)c2ccc(cc2)C34CCC(CC(=O)O)(CC3)CC4,7.4
1489,3.09,Oc1ccc(C(=O)Cc2ccccc2)c(O)c1,7.4
1490,3.65,C(N1CCN(CC1)c2nc3ccccc3s2)c4nnnn4Cc5cccs5,7.4
1491,1.56,N[C@@H]1CCCN(C1)c2c(\C=C\3/SC(=O)NC3=O)cccc2c4ccncc4,7.4
1492,3.11,Cc1ccc(NC(=O)c2cccc(c2)C(F)(F)F)cc1NC(=O)c3cccnc3,7.4
1493,3.3,CCCN(CCC)C(=O)c1cccc(c1)C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC3Cc4ccccc4C3,7.4
1494,3.3,OC(=O)c1ccc2cccc(O)c2n1,7.4
1495,2.77,CC1=CC2=NNC(=O)N2c3cc(ccc13)c4ccc(cc4)C(=O)N5CCOCC5,7.4
1496,1.0,Nc1[nH]nc2ccccc12,7.4
1497,1.5,CS(=O)(=O)NC(=O)CCCc1c([nH]c2ccc(cc12)C#N)c3ccc(F)cc3,7.4
1498,2.86,CCCCCSc1nc(O)c2sc(N)nc2n1,7.4
1499,1.51,CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(c(F)c2)n3cnc(c3)C#N,7.4
1500,3.26,COc1ncccc1c2cccc3c(N)c4C(=O)N(Cc4nc23)C5CCC5,7.4
1501,0.78,COCCC(C)n1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c2ccc(C)cc2,7.4
1502,2.51,Nc1ccccc1NC(=O)c2ccc(cc2)C3CCN(Cc4ccccc4)CC3,7.4
1503,2.9,CC(C)C[C@H](CO)Nc1nc(SCc2ccncc2)nc3nc(N)sc13,7.4
1504,0.7,CCCC1=CC(=O)NC(=S)N1,7.4
1505,0.6,O=C1N2CCOC2=Nc3ccccc13,7.4
1506,0.81,NC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],7.4
1507,0.63,NC(=O)COc1ccc(OCCNCC(O)COc2ccccc2)cc1,7.4
1508,4.48,COc1ccc(OC)c(c1)c2cccc3c(N)c(nnc23)C(=O)NC4(C)CCC4,7.4
1509,0.23,CCC1(C)CC(=O)NC1=O,7.4
1510,2.0,NC(=O)c1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5,7.4
1511,3.29,CC1=CC2=NNC(=O)N2c3cc(ccc13)c4ccc[nH]4,7.4
1512,1.6,CC(C)N1CCN(Cc2cnc(c(F)c2)c3ccc(cc3)C(=O)Nc4ccccc4N)CC1,7.4
1513,2.1,CN([C@@H]1CCN(Cc2ccc(cn2)C(F)(F)F)C[C@@H]1F)C(=O)Cc3ccc(cc3)n4cnnn4,7.4
1514,0.98,CCCCCC\N=C\1/C=CN(Cc2ccccc2)c3cc(Cl)ccc13,7.4
1515,-1.1,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)O,7.4
1516,1.18,OC(=O)CC(=O)N[C@H]1[C@@H](Cc2ccccc12)NC(=O)c3cc4sc(Cl)c(Cl)c4[nH]3,7.4
1517,2.0,Nc1nc2ccccc2s1,7.4
1518,2.09,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)C(=O)NCCO)n2,7.4
1519,3.1,Cc1ccc(F)c(Nc2ccnc(Nc3ccc(cc3)S(=O)(=O)N)n2)c1,7.4
1520,1.69,CCOCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O,7.4
1521,0.91,FC(F)(F)c1nnc2ccc(nn12)n3ccnc3,7.4
1522,2.58,CCOC(=O)c1ccc(CCN2CCN(CC2)c3ccc(C)nn3)cc1,7.4
1523,1.6,Cc1cc(ccn1)c2ccc(cc2)c3nc4ccncc4c(O)c3C#N,7.4
1524,2.61,Cn1cnc(c2ccccc2)c1\C=C\c3ccnc(N)n3,7.4
1525,0.49,Cc1cc(C)c(C(=O)N[C@@H](Cc2ccc(OCCCNc3ccccn3)cc2)C(=O)O)c(C)c1,7.4
1526,3.22,COc1cc2ncc(C(=O)N)c(Nc3ccc(F)c(Cl)c3)c2cc1OC,7.4
1527,-0.7,OC(=O)c1cc(nc2ccccc12)c3ccccc3,7.4
1528,1.89,N[C@H]1CCN(C1)c2c(Cl)cccc2\C=C\3/SC(=O)NC3=O,7.4
1529,-0.34,OC(=O)c1ccccc1c2ccc(Cl)c(c2)C(=O)NCC3(O)CCCCCC3,7.4
1530,2.75,CC(C)N1CCN(CC1)C(=O)NCc2ccc(Cl)c(Cl)c2,7.4
1531,-0.26,C[C@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3,7.4
1532,1.37,COc1ccc(N(C(C(=O)NC[C@@H](C)O)c2ccccc2F)C(=O)c3occc3CO)c(OC)c1,7.4
1533,2.5,NC1(CCC1)c2ccc(cc2)c3ncc4cccn4c3c5ccccc5,7.4
1534,0.39,NC(Cc1ccc(cc1)N(CCCl)CCCl)C(=O)O,7.4
1535,3.9,CC(C)Nc1nc(NCc2ccccc2)c3sccc3n1,7.4
1536,2.03,CNS(=O)(=O)c1ccc(Oc2ccc(cc2)C#C[C@]3(O)CN4CCC3CC4)cc1,7.4
1537,2.47,Cc1ccc(Oc2ccnc(Nc3ccc(cc3)S(=O)(=O)N)c2)c(C)n1,7.4
1538,2.68,CCOC(=O)c1ccc(COCC2CCN(CC2)c3ccc(C)nn3)cc1,7.4
1539,2.54,Clc1ccc(COC(Cn2ccnc2)c3ccc(Cl)cc3Cl)cc1,7.4
1540,2.59,Cc1cc(Oc2ccnc(Nc3ccc(cc3)N4CCOCC4)c2)c(nc1C)c5ccccn5,7.4
1541,1.41,CS(=O)(=O)c1ccc2C(=CNC(=O)c2c1)C(=O)NC[C@@H](O)CN3CCC(CC3)Oc4ccc(C#N)c(Cl)c4,7.4
1542,3.18,C[C@H]1O[C@H]([C@H](O)[C@H]1Cl)n2cnc3c(N)nc(OC4CCCC4)nc23,7.4
1543,1.78,Nc1ncnc2[nH]ccc12,7.4
1544,1.15,Fc1cc(Oc2ccc(cc2c3ccnnc3)C(F)(F)F)c(Cl)cc1S(=O)(=O)Nc4nncs4,7.4
1545,2.0,NC(=O)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3CCc4ccccc4)c1,7.4
1546,2.7,CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)C(=O)N)ncc2F,7.4
1547,2.44,Clc1ccc2[nH]ncc2c1,7.4
1548,1.7,CN1CCN(CC1)C(=O)c2cc3ccccc3[nH]2,7.4
1549,2.22,NC(=O)c1cccc(S[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)c1,7.4
1550,1.12,NC(=O)C[S+]([O-])C(c1ccccc1)c2ccccc2,7.4
1551,3.03,CC(=O)Nc1ccc(CNc2[nH]nc3ccnc(Oc4ccccc4)c23)cc1,7.4
1552,-1.01,NC(=N)N1CCc2ccccc2C1,7.4
1553,2.5,NC(=O)c1c(NC(=O)NCCCCN2CCCC2)snc1OCc3c(F)cc(Br)cc3F,7.4
1554,1.1,O=S(=O)(C1CCNCC1)C2(CC2)c3cc(nc(n3)c4cccc5[nH]ccc45)N6CCOCC6,7.4
1555,2.41,Cc1ccc2c(c(C)n(CC(=O)O)c2c1)c3ccnc4cc(Cl)ccc34,7.4
1556,3.3,CN(c1ccc2c(C)n(C)nc2c1)c3ccnc(Nc4ccc(C)c(c4)S(=O)(=O)N)n3,7.4
1557,0.88,Cc1ccc2nc(NCCN)c3ncc(C)n3c2c1,7.4
1558,2.8,CNC(=O)c1ccc(C)c(c1)N2C(=CC(=C(Br)C2=O)OCc3ccc(F)cc3F)C,7.4
1559,2.9,Oc1ccc(Cl)cc1C(=O)Nc2ccccc2,7.4
1560,1.18,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccnc4ccccc34)c2C(=O)N5C[C@@H](O)[C@@H](O)C5,7.4
1561,3.31,O=C1N([Se]c2ccccc12)c3ccccc3,7.4
1562,1.31,COc1ccc2C=CC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2c1,7.4
1563,1.6,CC(C)COc1cc(OC(C)C)cc(c1)C(=O)Nc2ccc(cn2)C(=O)O,7.4
1564,3.31,Clc1ccc2NC(=O)CN(C(c3ccccc3)c2c1)C(=O)c4ccccc4,7.4
1565,2.77,CNC(=O)c1ccc(Nc2nccc(n2)c3cnc(C4CC4)n3C(C)C)cc1,7.4
1566,1.83,CC(C)CC(N1NC(=O)c2nc3cc(Cl)ccc3c(O)c2C1=O)c4ccccn4,7.4
1567,3.4,CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@@H](CCc2ccccc2)\C=C\S(=O)(=O)c3ccccc3,7.4
1568,0.5,O=C(CN1CCOCC1)Nc2c(cnn2c3ccccc3)C#N,7.4
1569,3.36,CC1=C(C(=O)c2cc(O)c(O)c(CCc3ccc(C)cc3)c2C1=O)C4=C(C)C(=O)c5c(CCc6ccc(C)cc6)c(O)c(O)cc5C4=O,7.4
1570,0.4,CCN(CC)CC(=O)Nc1c(cnn1c2ccccc2)C#N,7.4
1571,2.6,CCN1CCN(CC(=O)Nc2ccc(c3cccc4C(=O)C=C(Nc34)N5CCOCC5)c6sc7ccccc7c26)CC1,7.4
1572,3.3,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,7.4
1573,2.01,CCCC(C)(COC(=O)N)COC(=O)NC(C)C,7.4
1574,2.76,CC(=O)Nc1ccc(O)cc1OC[C@@H](O)CN2CCC3(CC2)Cc4cc(Cl)ccc4O3,7.4
1575,2.2,[O-][N+](=O)c1ccc2[nH]ncc2c1,7.4
1576,3.3,Cc1cc(C)cc(c1)c2[nH]c3ccccc3c2CCNCCCCc4ccncc4,7.4
1577,1.56,COC(CN1C(=O)NC2=C(C=C(N(CC(=O)NC(C(C)C)C(=O)C(F)(F)F)C2=O)c3ccccc3)C1=O)OC,7.4
1578,2.83,O=S(=O)(Cc1ccccc1)NCC(N2CCCCCC2)c3ccccc3,7.4
