,smiles,pH,logD
906,CC1=CC(C)=NC(N)=C1,7.4,0.85
907,CC1=CC(C)=NC(SCC(N)=O)=N1,7.4,0.23
908,CC1=CC(CCC2CCN(CC2)S(=O)(=O)CC2(CCOCC2)N(O)C=O)=C(C)C=N1,7.4,1.43
909,CC1=CC(CCOCCS(=O)(=O)NCCNCCC2=C3SC(O)=NC3=C(O)C=C2)=CC(C)=C1,7.4,2.45
910,CC1=CC(CN2CC3=CC=CC=C3C2C(=O)NC2=CC(Cl)=CC=C2Cl)=CC=C1OCC(O)=O,7.4,2.19
911,CC1=CC(CN2CC3=CC=CC=C3C2C(=O)NC2=CC=C(Cl)C=C2)=CC=C1OCC(O)=O,7.4,1.38
912,CC1=CC(CN2CC3=CC=CC=C3C2C(=O)NC2=CC=C(Cl)C=C2Cl)=CC=C1OCC(O)=O,7.4,2.62
913,CC1=CC(CN2CC3=CC=CC=C3C[C@H]2C(=O)NC2=CC=C(Cl)C=C2Cl)=CC=C1OCC(O)=O,7.4,2.41
914,CC1=CC(CN2CC3=CC=CN=C3CC2C(=O)NC2=CC=C(Cl)C=C2Cl)=CC=C1OCC(O)=O,7.4,1.15
915,CC1=CC(CN2CCC2)=CN=C1C1=CC=C(C=C1)C(=O)NC1=CC=CC=C1N,7.4,1.18
916,CC1=CC(CN2CCC3=CC=CC=C3C2C(=O)NC2=CC=C(Cl)C=C2Cl)=CC=C1OCC(O)=O,7.4,2.63
917,CC1=CC(COC2=CN=C(N=C2)N2CCN(CC2)C(=O)OC(C)(C)C)=CC=N1,7.4,3.7
918,CC1=CC(Cl)=CC=C1N1CCN(CC1)C(=O)COCC1=CC=NC=C1,7.4,3.22
919,CC1=CC(Cl)=CC=C1OC1CCN(CC2CCN(CC2)[C@@H](CC2=CC=C(F)C=C2)C(O)=O)CC1,7.4,2.53
920,CC1=CC(Cl)=CC=C1OC1CCN(C[C@H](O)CNC(=O)C2=CNC(=O)C3=C(F)C=CC=C23)CC1,7.4,3.0
921,CC1=CC(Cl)=CC=C1OC1CCN(C[C@H](O)CNC(=O)C2=CNC(=O)C3=CC(=CC=C23)S(C)(=O)=O)CC1,7.4,2.42
922,CC1=CC(Cl)=CC=C1OC1CCN(C[C@H](O)CNC(=O)C2=CNC(=O)C=C2C(F)(F)F)CC1,7.4,2.37
923,CC1=CC(Cl)=CC=C1OC1CCN(C[C@H](O)CNC(=O)C2=CNN=C2C(F)(F)F)CC1,7.4,3.02
924,CC1=CC(F)=CC=C1OC1CCN(CC2CCN(CC2)[C@@H](CC2=CC=C(F)C=C2)C(O)=O)CC1,7.4,1.81
925,CC1=CC(F)=CC=C1OC1CCN(CC2CCN(CC2)[C@@](C)(CC2=CC=C(F)C=C2)C(O)=O)CC1,7.4,2.0
926,CC1=CC(N)=C2C=C(NC(=O)CC(=O)NC3=CC=C4N=C(C)C=C(N)C4=C3)C=CC2=N1,7.4,1.35
927,CC1=CC(N)=C2C=C(NC(=O)CCC(=O)NC3=CC=C4N=C(C)C=C(N)C4=C3)C=CC2=N1,7.4,1.39
928,CC1=CC(N)=C2C=C(NC(=O)CCCCC(=O)NC3=CC=C4N=C(C)C=C(N)C4=C3)C=CC2=N1,7.4,0.53
929,CC1=CC(N)=NC(CCNC(=O)C2=CC=C(C=C2)C#N)=C1,7.4,1.62
930,CC1=CC(NC(=O)C2=CC=CC=C2)=NN1,7.4,1.75
931,CC1=CC(NC(=O)C2=NN=C(NC3=CC=CC=C3F)O2)=CC=C1N1CCOCC1,7.4,4.0
932,CC1=CC(NC(=O)CSC2=NC(C)=CC(C)=N2)=NO1,7.4,1.52
933,CC1=CC(NC2=CC=C(F)C=C2)=NC(N)=N1,7.4,2.08
934,CC1=CC(NC2=CC=NC(NCC3=CC(=NO3)C3CC3)=N2)=NN1,7.4,2.5
935,CC1=CC(NC2=NC(NCC3=CC(C)=NO3)=NC=C2)=NN1,7.4,1.86
936,CC1=CC(NC2=NC(NCC3=CC(C)=NO3)=NC=C2Br)=NN1,7.4,2.92
937,CC1=CC(NC2=NC(NCC3=CC(C)=NO3)=NC=C2Cl)=NN1,7.4,2.68
938,CC1=CC(NC2=NC(NCC3=CC=CC=N3)=NC=C2Br)=NN1,7.4,2.8
939,CC1=CC(NCC2=CC=CC=C2)=NC2=C1C=CC=C2,7.4,3.69
940,CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1,7.4,-0.56
941,CC1=CC(O)=CC=C1N1C(=O)C2=CC=C(O)C=C2C1=O,7.4,2.0
942,CC1=CC(OC2=CC(CN3CCC[C@@H](C3)N3C=C(C)C(=O)NC3=O)=CC=C2C(O)=O)=CC=C1,7.4,-0.82
943,CC1=CC(OC2=CC=C3OCOC3=C2)=NC(OC2=CC=C(C=C2)N2C=CN=C2)=N1,7.4,3.47
944,CC1=CC(OC2=CC=NC(NC3=CC=C(C=C3)N3CCOCC3)=C2)=C(N=C1C)C1=CC=CC=N1,7.4,2.59
945,CC1=CC(OC2=CC=NC(NC3=CC=C(C=C3)S(N)(=O)=O)=C2)=C(N=C1C)C1=CC=CC=N1,7.4,2.34
946,CC1=CC(OC2=CC=NC(NC3=CC=CC(=C3)N3CCOCC3)=C2)=C(N=C1C)C1=CC=CC=N1,7.4,3.27
947,CC1=CC(OC2CCN(CC3CCN(CC3)[C@@H](CC3=CC=C(F)C=C3)C(O)=O)CC2)=CC=C1Cl,7.4,2.54
948,CC1=CC(OC2CCN(CC3CCN(CC3)[C@@](C)(CC3=CC=C(F)C=C3)C(O)=O)CC2)=CC=C1Cl,7.4,2.08
949,CC1=CC(OCCCS(C)(=O)=O)=CC(C)=C1C1=CC=CC(COC2=CC=C3[C@H](CC(O)=O)COC3=C2)=C1,7.4,2.3
950,CC1=CC(O[C@@H]2C[C@@H]3CC[C@H](C2)N3CC2=CC=CC=C2)=CC(=C1)C(N)=O,7.4,2.08
951,CC1=CC2=C(C=C1C)C(=O)C=C(O)C(=O)N2,7.4,1.99
952,CC1=CC2=C(O1)C(C)=C1OC(=O)C=C(C)C1=C2,7.4,3.47
953,CC1=CC2=C(O1)C=NN(B2O)S(=O)(=O)C1=CC=C(C)C=C1,7.4,-0.28
954,CC1=CC2=CC(C)=C(C)C=C2N2C(SCC(=O)N3CCN(CC3)C(=O)C3=CC=CO3)=NN=C12,7.4,2.8
955,CC1=CC2=NC(C3=CC=CS3)=C(NC(=O)C3=CC=CC=C3)N2C=C1,7.4,2.87
956,CC1=CC2=NNC(=O)N2C2=CC(=CC=C12)C1=CC=C(C=C1)C(=O)N1CCOCC1,7.4,2.77
957,CC1=CC2=NNC(=O)N2C2=CC(=CC=C12)C1=CC=C(CO)C=C1,7.4,2.86
958,CC1=CC2=NNC(=O)N2C2=CC(=CC=C12)C1=CC=CC(CO)=C1,7.4,3.36
959,CC1=CC2=NNC(=O)N2C2=CC(=CC=C12)C1=CC=CC=C1CO,7.4,3.18
960,CC1=CC2=NNC(=O)N2C2=CC(=CC=C12)C1=CC=CN1,7.4,3.29
961,CC1=CC2=NNC(=O)N2C2=CC(=CC=C12)C1=CC=CN=C1,7.4,2.72
962,CC1=CC2=NNC(=O)N2C2=CC(=CC=C12)C1=CC=CO1,7.4,2.07
963,CC1=CC2=NNC(=O)N2C2=CC(=CC=C12)C1=CC=NC=C1,7.4,2.29
964,CC1=CC2=NNC(=O)N2C2=CC(=CC=C12)C1=CNN=C1,7.4,2.13
965,CC1=CC2=NNC(=O)N2C2=CC=CC=C12,7.4,2.35
966,CC1=CC=C(C(C)=C1)C1=C2C=CC=CC2=C(O)N=N1,7.4,3.41
967,CC1=CC=C(C=C1)C(=C/CN1CCCC1)\C1=CC=CC=N1,7.4,1.88
968,CC1=CC=C(C=C1)C(=O)C1=CC(O)=C(O)C(=C1)[N+]([O-])=O,7.4,0.74
969,CC1=CC=C(C=C1)C(=O)C1=CN(CC(O)=O)C=C1,7.4,-0.53
970,CC1=CC=C(C=C1)C(=O)C1CCN(CC1)C(=O)C1=CC=C(C)C=C1,7.4,3.43
971,CC1=CC=C(C=C1)C(=O)N(CCCN)CC1=NC2=CC(Cl)=CC=C2C(=O)N1CC1=CC=CC=C1,7.4,1.47
972,CC1=CC=C(C=C1)C(=O)N1CCC(CC1)C(=O)C1=CC=C(Cl)C=C1,7.4,3.79
973,CC1=CC=C(C=C1)C(=O)OC1=CC=C(C=C1OC(=O)C1=CC=C(C)C=C1)C(O)CNC(C)(C)C,7.4,3.57
974,CC1=CC=C(C=C1)C1=C2C=CC=CC2=C(N=N1)N1CCN(CC1)C(=O)C1=CC=CO1,7.4,3.78
975,CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F,7.4,3.42
976,CC1=CC=C(C=C1)C1=CC(C(=O)N2CCOCC2)=C2C=C(C)C=CC2=N1,7.4,3.6
977,CC1=CC=C(C=C1)C1=CC=C(F)C=C1COC1=CC=C(CCC(O)=O)C=C1,7.4,3.24
978,CC1=CC=C(C=C1)C1=CC=CC(=C1)C1=NNN=N1,7.4,1.3
979,CC1=CC=C(C=C1)C1=CNN=N1,7.4,2.58
980,CC1=CC=C(C=C1)C1=CSC2=NC=NC(O)=C12,7.4,2.59
981,CC1=CC=C(C=C1)C1=NN(C2=C1C(N)=NC=N2)C(C)(C)C,7.4,4.1
982,CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=C2C=CC=CC2=C(OCCN2CCOCC2)C=C1)C(C)(C)C,7.4,4.49
983,CC1=CC=C(C=C1)N1NC(=O)C2=CC=CN=C12,7.4,2.1
984,CC1=CC=C(C=C1)S(=O)(=O)C1=CC=CC=C1,7.4,2.74
985,CC1=CC=C(C=C1)S(=O)(=O)N1CCN(CC1)C(=O)C1=CC=CO1,7.4,2.17
986,CC1=CC=C(C=C1)S(=O)(=O)N1N=CC2=CC=CC=C2B1O,7.4,0.05
987,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)N1CCC(CC1)N1CCC(CC1)OC1=CC=C(Cl)C(C)=C1Cl,7.4,2.2
988,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)N1CCC(CC1)N1CCC(CC1)OC1=CC=C(Cl)C=C1,7.4,1.6
989,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)N1CCC(CC1)N1CCC(CC1)OC1=CC=C(Cl)C=C1C,7.4,1.79
990,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)N1CCC(CC1)N1CCC(CC1)OC1=CC=C(Cl)C=C1Cl,7.4,1.52
991,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)N1CCC(CC1)N1CCC(CC1)OC1=CC=C(F)C(F)=C1,7.4,0.75
992,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1,7.4,0.01
993,CC1=CC=C(C=C1)S(=O)(=O)NC1=C(C=NN1C1=CC=CC=C1)C(=O)NC1CCCCC1,7.4,0.8
994,CC1=CC=C(C=C1)S(=O)(=O)NC1=C(C=NN1C1=CC=CC=C1)C(=O)NCC1=CC=CC=C1,7.4,1.9
995,CC1=CC=C(C=C1)S(=O)(=O)NC1=CC=C(\C=C\C(=O)NC2=CC=CC=C2N)C=C1,7.4,2.82
996,CC1=CC=C(C=C1C1=CC(=CC=C1OCC(O)=O)C(F)(F)F)C#N,7.4,0.15
997,CC1=CC=C(C=C1C1=CC=C(N=C1)C(=O)NCC1CC1)C(=O)NC1CC1,7.4,3.36
998,CC1=CC=C(C=C1NC(=O)C1=C(N)N(N=C1)C1=CC=CC=C1F)C(=O)NC1=NOC=C1,7.4,2.6
999,CC1=CC=C(C=C1NC(=O)C1=CC=C(OCC2=CC=CC=N2)C=C1)C1=CC(=NN1)C(F)(F)F,7.4,2.44
1000,CC1=CC=C(C=C1NC(=O)C1=CC=C(OCC2=CC=CC=N2)C=C1)C1=CC=C(N)N=N1,7.4,2.47
1001,CC1=CC=C(C=C1NC(=O)C1=CC=C(OCC2=CC=CC=N2)C=C1)C1=CNC=N1,7.4,2.81
1002,CC1=CC=C(C=C1NC(=O)C1=CC=C(OCC2=CC=CC=N2)C=C1)C1=NC2=CC=CC=C2N1,7.4,3.24
1003,CC1=CC=C(C=C1NC(=O)C1=CC=C(OCC2=CC=CC=N2)C=C1)C1=NC=C(CN2CCOCC2)S1,7.4,3.1
1004,CC1=CC=C(C=C1NC(=O)C1=CC=C(OCC2=CC=CC=N2)C=C1)C1=NC=CN1,7.4,3.01
1005,CC1=CC=C(C=C1NC(=O)CC12CC3CC(CC(C3)C1)C2)C(=O)N1CC2CNCC(C1)O2,7.4,2.12
1006,CC1=CC=C(CCC2=C3C(=O)C(C)=C(C(=O)C3=CC(O)=C2O)C2=C(C)C(=O)C3=C(CCC4=CC=C(C)C=C4)C(O)=C(O)C=C3C2=O)C=C1,7.4,3.36
1007,CC1=CC=C(CCCOCCS(=O)(=O)CCCNCCC2=C3SC(O)=NC3=C(O)C=C2)S1,7.4,2.41
1008,CC1=CC=C(CCOCCNS(=O)(=O)CCCNCCC2=C3SC(O)=NC3=C(O)C=C2)C=C1,7.4,2.07
1009,CC1=CC=C(CN2C3=CC(Cl)=CC=C3SCCC2=O)C=C1,7.4,3.7
1010,CC1=CC=C(CN2[C@H]3CC[C@@H]2C[C@@H](C3)OC2=CC=CC(=C2)C(N)=O)S1,7.4,2.39
1011,CC1=CC=C(CN2[C@H]3CC[C@@H]2C[C@H](C3)OC2=CC=CC(=C2)C(N)=O)S1,7.4,2.44
1012,CC1=CC=C(CNC(=O)C2CCCN2S(=O)(=O)C2=CC=C(F)C=C2)C=C1,7.4,2.9
1013,CC1=CC=C(COC(=O)N2CCC(CNC3=NC=CC=N3)CC2)C=C1,7.4,3.6
1014,CC1=CC=C(COC(=O)N2CC[C@H](CNC3=NC=CC=N3)[C@H](F)C2)C=C1,7.4,3.21
1015,CC1=CC=C(C[C@H](N2CCC(CN3CCC(CC3)OC3=CC=C(Cl)C(Cl)=C3)CC2)C(O)=O)C=C1,7.4,3.01
1016,CC1=CC=C(Cl)C(NC2=CC=CC=C2C(O)=O)=C1Cl,7.4,2.33
1017,CC1=CC=C(F)C(NC2=CC=NC(NC3=CC=C(C=C3)S(N)(=O)=O)=N2)=C1,7.4,3.1
1018,CC1=CC=C(F)C=C1S(=O)(=O)N[C@@H]1CCN(CC2=CC=C(C=C2)C2=CC=CC=C2)C1,7.4,4.0
1019,CC1=CC=C(N1)C(=O)NC1CCN(CC1)C1=CC(=CC(Cl)=N1)C(N)=O,7.4,2.64
1020,CC1=CC=C(NC(=O)C2=CC=C(Cl)C(=C2)C(F)(F)F)C=C1C(=O)NC1=CC=CN=C1,7.4,2.83
1021,CC1=CC=C(NC(=O)C2=CC=CC(=C2)C(F)(F)F)C=C1NC(=O)C1=CC=C2N=CC=CC2=C1,7.4,3.87
1022,CC1=CC=C(NC(=O)C2=CC=CC(=C2)C(F)(F)F)C=C1NC(=O)C1=CC=CN=C1,7.4,3.11
1023,CC1=CC=C(NC(=O)C2=CC=CC(=C2)N2CCOCC2)C=C1NC(=O)C1=CC=C(OCC2=CC=CC=N2)C=C1,7.4,3.2
1024,CC1=CC=C(NC(=O)C2=CC=CC(=C2)N2CCOCC2)C=C1NC(=O)C1=CC=C(OCC2=CC=NC=C2)C=C1,7.4,3.2
1025,CC1=CC=C(NC(=O)C2=CC=NC(=C2)N2CCOCC2)C=C1NC(=O)C1=CC=C(OCC2=CC=CC=N2)C=C1,7.4,3.47
1026,CC1=CC=C(NC(=O)C2=CC=NC(=C2)N2CCOCC2)C=C1NC1=CC=NC(Cl)=N1,7.4,3.1
1027,CC1=CC=C(NC(=O)C=C)C=C1,7.4,2.25
1028,CC1=CC=C(NC(=O)CCC2CCCCC2)C=C1NC(=O)C1=CC=C(O)C=C1,7.4,4.13
1029,CC1=CC=C(NC(=O)N2CCN(C[C@@H]3CCCN(C3)C3CC3)CC2)C=C1Cl,7.4,3.37
1030,CC1=CC=C(NC(=O)[C@@H]2CCCN2S(=O)(=O)C2=C3N=CC=CC3=CC=C2)C(C)=C1,7.4,3.8
1031,CC1=CC=C(NC(=O)[C@H]2CCCN2S(=O)(=O)C2=C3N=CC=CC3=CC=C2)C(C)=C1,7.4,3.9
1032,CC1=CC=C(NC(N)=N)C=C1C,7.4,-1.34
1033,CC1=CC=C(NC2=C(F)C=CC=C2Cl)C(CC(O)=O)=C1,7.4,1.02
1034,CC1=CC=C(O)C(O)=C1,7.4,1.37
1035,CC1=CC=C(O1)C1=CC=C(C=C1F)S(=O)(=O)N1CCC[C@H]1C(=O)N1CC[C@@H](N)C1,7.4,1.2
1036,CC1=CC=C(OC(=O)N2CCN3CCC2CC3)C=C1,7.4,1.02
1037,CC1=CC=C(OC2=CC(CN3CCCC(C3)N3C=C(C)C(=O)NC3=O)=CC=C2)C=C1,7.4,3.38
1038,CC1=CC=C(OC2=CC=C(C=C2)C(=O)NCC2=CC=NC=C2)C=C1,7.4,3.65
1039,CC1=CC=C(OC2=CC=C(NC3=C4C(NN=C4OCCN4CCC(O)CC4)=NC=N3)C=C2Cl)C=N1,7.4,3.4
1040,CC1=CC=C(OC2=CC=C(OCC(=O)NC3=CC=NC=C3)C=C2)C=C1,7.4,4.3
1041,CC1=CC=C(OC2=CC=NC(NC3=CC=C(C=C3)S(N)(=O)=O)=C2)C(C)=N1,7.4,2.47
1042,CC1=CC=C(OCC(O)=O)C(=C1)N1N=C2C=CC=CC2=N1,7.4,-0.84
1043,CC1=CC=C(S1)C(NC(=O)C1=CC=CC=C1O)C(=O)NC1=C(C)C=CC=C1C,7.4,4.05
1044,CC1=CC=C(\C=C(/C#N)C(N)=O)C=C1,7.4,2.09
1045,CC1=CC=C2C(SC(C#N)=C2N)=N1,7.4,2.23
1046,CC1=CC=C2C=C(C)C3=NN=C(SCC(=O)N4CCN(CC4)C(=O)C4=CC=CO4)N3C2=C1,7.4,2.3
1047,CC1=CC=C2N=C(CCNCCCO)C=CC2=C1NC(=O)CC12CC3CC(CC(C3)C1)C2,7.4,1.18
1048,CC1=CC=C2NC=CC2=C1C1=NC(=CC(=N1)C1(CC1)S(C)(=O)=O)N1CCOCC1,7.4,1.7
1049,CC1=CC=CC(=C1)C(=O)N1CCC(CC1)C(=O)C1=CC=C(F)C=C1,7.4,3.4
1050,CC1=CC=CC(=C1)N(CC1=CC(F)=C(F)C=C1F)C(=O)O[C@H]1CN2CCC1CC2,7.4,2.24
1051,CC1=CC=CC(=C1)S(=O)(=O)NC(=O)N1CCC(CC1)N1CCC(CC1)OC1=CC=C(Cl)C(Cl)=C1,7.4,1.84
1052,CC1=CC=CC(=N1)C#CC1=CC=CC=C1,7.4,3.6
1053,CC1=CC=CC(=N1)C1=NC2=CC(Cl)=CC=C2N1,7.4,4.1
1054,CC1=CC=CC(=N1)C1=NN2CCCC2=C1C1=C2C=C(C=CC2=NC=C1)C(N)=O,7.4,1.71
1055,CC1=CC=CC(Br)=C1C(=O)N[C@@H](CC1=CC=C(NC(=O)C2=C(Cl)C=CC=C2Cl)C=C1)C(O)=O,7.4,-0.13
1056,CC1=CC=CC(C(N)=O)=C1NC(=O)C1=CC=CC=C1,7.4,1.09
1057,CC1=CC=CC(C)=C1NC(=O)C1=CC(=C(Cl)C=C1O)S(N)(=O)=O,6.8,0.5
1058,CC1=CC=CC(CN2C=CN3C2=NC(=CC3=O)N2CCOCC2)=C1,7.4,2.8
1059,CC1=CC=CC(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)=C1,7.4,3.39
1060,CC1=CC=CC(C[C@H](N2CCC(CN3CCC(CC3)OC3=CC=C(Cl)C(Cl)=C3)CC2)C(O)=O)=C1,7.4,2.84
1061,CC1=CC=CC(NC(=O)C2=CC=C(C3=CC=CC=C3)C(=C2)C#N)=N1,7.4,3.71
1062,CC1=CC=CC(NC(=O)NCC(N2CCOCC2)C2=CC=CN=C2)=C1,7.4,2.0
1063,CC1=CC=CC(NC2=C3C=CC=CC3=NC=N2)=C1,7.4,3.21
1064,CC1=CC=CC(NC2=CC=CC=C2C(O)=O)=C1C,7.4,1.89
1065,CC1=CC=CC(NC2=NC=NC3=C2C=C(NC(=O)C=C)C=C3)=C1,7.4,3.7
1066,CC1=CC=CC(NC2=NN=C(O2)C(=O)NC2=CC=C(N=C2)N2CCOCC2)=C1,7.4,3.42
1067,CC1=CC=CC(NS(=O)(=O)C2=CC=C(C=C2)C2=CC=C(C=C2)C#N)=N1,7.4,2.42
1068,CC1=CC=CC(NS(=O)(=O)C2=CC=CC3=NON=C23)=C1,7.4,3.0
1069,CC1=CC=CC=C1C(=O)N1CCN(CC1)C1=CC=CC=N1,7.4,2.18
1070,CC1=CC=CC=C1C(=O)NCC12CC3CC(CC(C3)C1)C2,7.4,4.28
1071,CC1=CC=CC=C1C1=C(N(CCCOC2=C3C=CC=CC3=CC=C2)C2=CC=CC=C12)C(O)=O,7.4,3.89
1072,CC1=CC=CC=C1CCOCCCS(=O)(=O)CCNCCC1=C2SC(O)=NC2=C(O)C=C1,7.4,2.84
1073,CC1=CC=CC=C1CN1C=CN2C1=NC(=CC2=O)N1CCOCC1,7.4,2.3
1074,CC1=CC=CC=C1CN1CCC(CC1)N1CCC(CC1)N1C(=O)NC2=CC=CC=C12,7.4,2.68
1075,CC1=CC=CC=C1C[C@H](N1CCC(CN2CCC(CC2)OC2=CC=C(Cl)C(Cl)=C2)CC1)C(O)=O,7.4,2.54
1076,CC1=CC=CC=C1N1C(CN2C=NC3=C(N)N=CN=C23)=NC2=CC=CC(C)=C2C1=O,7.4,2.6
1077,CC1=CC=CC=C1N1C(CN2N=C(C3=C(N)N=CN=C23)C2=CC=C(O)C(F)=C2)=NC2=CC=CC(C)=C2C1=O,7.4,3.55
1078,CC1=CC=CC=C1NC(=O)CCS(=O)(=O)C1=CC=C(Br)S1,7.4,2.7
1079,CC1=CC=CC=C1NC1=C2C=CC=CC2=NC=N1,7.4,2.85
1080,CC1=CC=CC=C1S(=O)(=O)NC(=O)N1CCC(CC1)N1CCC(CC1)OC1=CC=C(Cl)C(Cl)=C1,7.4,1.71
1081,CC1=CC=NC(NCC2=C3C=CC=CC3=CC=C2O)=C1,7.4,4.24
1082,CC1=CC=NC(NCC2=CC=C(Cl)C=C2)=C1,7.4,3.6
1083,CC1=CC=NC(NCC2=CC=CC=C2)=C1,7.4,3.08
1084,CC1=CC=NC(NCC2=CC=CC=C2O)=C1,7.4,3.35
1085,CC1=CC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1,7.4,-0.51
1086,CC1=CC=NC2=C1N=C(CC1=NC3=C(N1)C=C(C=C3)C(\N)=N\O)N2,7.2,1.0
1087,CC1=CC=NC2=C1NC(=O)C1=C(N=CC=C1)N2C1CC1,7.4,1.81
1088,CC1=CC=NC2=C1NC(CC1=NC3=C(N1)C=C(C=C3)C(N)=N)=N2,7.2,-1.9
1089,CC1=CC=NC2=NC(=NN12)C(=O)NC1=NC=CS1,7.4,0.31
1090,CC1=CN(C2CC(N=[N]#N)C(CO)O2)C(=O)NC1=O,7.4,-0.58
1091,CC1=CN(C2CCCN(CC3=CC=CC(OC4=CC=C(Cl)C=C4)=C3)C2)C(=O)NC1=O,7.4,3.38
1092,CC1=CN(C2CCCN(CC3=CC=CC(OC4=CC=CC=C4)=C3)C2)C(=O)NC1=O,7.4,3.04
1093,CC1=CN(C2OC(CO)C=C2)C(=O)NC1=O,7.4,-0.72
1094,CC1=CN(CC2=CC=CC=C2)C(=O)NC1=O,7.4,1.19
1095,CC1=CN(C[C@H]2CN(C(=O)O2)C2=CC=C(C(F)=C2)C2=CCS(=O)(=O)CC2)N=N1,7.4,1.25
1096,CC1=CN([C@H]2CCCN(C2)S(=O)(=O)C2=CC=C(C(N)=O)C(OC3=CC=CC(Cl)=C3)=C2)C(=O)NC1=O,7.4,1.96
1097,CC1=CN([C@H]2CCCN(C2)S(=O)(=O)C2=CC=C(C(O)=O)C(OC3=CC=C(Cl)C(Cl)=C3)=C2)C(=O)NC1=O,7.4,-0.87
1098,CC1=CN([C@H]2CCCN(C2)S(=O)(=O)C2=CC=C(C(O)=O)C(OC3=CC=CC(Cl)=C3)=C2)C(=O)NC1=O,7.4,-1.28
1099,CC1=CN([C@H]2CCCN(C2)S(=O)(=O)C2=CC=C(CO)C(OC3=CC=CC(Cl)=C3)=C2)C(=O)NC1=O,7.4,2.69
1100,CC1=CN([C@H]2CCCN(C2)S(=O)(=O)C2=CC=C(O)C(OC3=CC(F)=CC(Cl)=C3)=C2)C(=O)NC1=O,7.4,2.35
1101,CC1=CN([C@H]2CCCN(C2)S(=O)(=O)C2=CC=C(O)C(OC3=CC=C(Cl)C(C)=C3)=C2)C(=O)NC1=O,7.4,2.4
1102,CC1=CN([C@H]2CCCN(C2)S(=O)(=O)C2=CC=C(O)C(OC3=CC=C(Cl)C=C3)=C2)C(=O)NC1=O,7.4,2.12
1103,CC1=CN([C@H]2CCCN(C2)S(=O)(=O)C2=CC=C(O)C(OC3=CC=CC(=C3)C(F)(F)F)=C2)C(=O)NC1=O,7.4,2.27
1104,CC1=CN([C@H]2CCCN(C2)S(=O)(=O)C2=CC=C(O)C(OC3=CC=CC(Br)=C3)=C2)C(=O)NC1=O,7.4,2.3
1105,CC1=CN([C@H]2CCCN(C2)S(=O)(=O)C2=CC=C(O)C(OC3=CC=CC(F)=C3)=C2)C(=O)NC1=O,7.4,1.6
1106,CC1=CN([C@H]2CCCN(C2)S(=O)(=O)C2=CC=C(O)C(OC3=CC=CC=C3)=C2)C(=O)NC1=O,7.4,1.49
1107,CC1=CN([C@H]2CCCN(C2)S(=O)(=O)C2=CC=CC(OC3=CC=CC=C3)=C2)C(=O)NC1=O,7.4,2.32
1108,CC1=CN([C@H]2CCCN(C2)[C@@H](CC(C)(C)C)C2=CC=C(C(O)=O)C(OC3=CC=CC(Br)=C3)=C2)C(=O)NC1=O,7.4,1.12
1109,CC1=CN([C@H]2CCCN(C2)[C@H](CC(C)(C)C)C2=CC=C(C(O)=O)C(OC3=CC=CC(Br)=C3)=C2)C(=O)NC1=O,7.4,1.09
1110,CC1=CN([C@H]2CCCN(C2)[C@H](CC2CCCCC2)C2=CC=C(C(O)=O)C(OC3=CC=CC(Cl)=C3)=C2)C(=O)NC1=O,7.4,1.83
1111,CC1=CN([C@H]2CCCN(C2)[C@H](CC2CCOCC2)C2=CC=C(C(O)=O)C(OC3=CC=CC(Cl)=C3)=C2)C(=O)NC1=O,7.4,-0.25
1112,CC1=CN([C@H]2CCCN(CC3=CC=C(C(O)=O)C(OC4=CC=CC(=C4)C(F)(F)F)=C3)C2)C(=O)NC1=O,7.4,-0.38
1113,CC1=CN([C@H]2CCCN(CC3=CC=C(C(O)=O)C(OC4=CC=CC(Br)=C4)=C3)C2)C(=O)NC1=O,7.4,-0.51
1114,CC1=CN([C@H]2CCCN(CC3=CC=C(C(O)=O)C(OC4=CC=CC(Cl)=C4)=C3)C2)C(=O)NC1=O,7.4,-0.55
1115,CC1=CN([C@H]2CCCN(CC3=CC=C(C(O)=O)C(OC4=CC=CC(F)=C4)=C3)C2)C(=O)NC1=O,7.4,-1.03
1116,CC1=CN([C@H]2CCCN(CC3=CC=CC(OC4=CC=CC(Br)=C4)=C3)C2)C(=O)NC1=O,7.4,3.68
1117,CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O,6.8,-0.7
1118,CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O,7.4,0.12
1119,CC1=CN=C(C=N1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,7.4,0.31
