logP,Temperature,smiles
2.88,,CNc1cccc2ccccc12
3.45,,COc1cccc2ccccc12
3.17,,CC12CCC(C1)C(C)(C)C2O
1.75,,CCCC1(CCC)C(=O)NC(=O)NC1=O
-0.67,,O=S(=O)(O[Na])c1ccc(-c2ccccc2)cc1
2.84,,O=c1[nH]c(Cc2ccccc2)c(O)n1Cc1ccccc1
0.14,,Cn1cc(O)n(-c2ccccc2)c1=O
0.04,,O=c1[nH]cc(O)n1-c1ccccc1
1.49,,NC(=S)c1ccccc1
8.5,,Clc1c(Cl)c(Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2c1Cl
2.42,,CC(=O)CCCc1ccccc1
1.07,,N#Cc1cccc(N)c1
3.87,,CCCCC(=O)OCC(=O)C1(O)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C
0.95,,COP(=O)(OC)c1ccccc1
0.39,,OCCC(F)(F)F
3.12,,CCCCCCCCC#N
3.11,,O=C(O)c1ccccc1Oc1ccccc1
0.89,,Nc1cccc2c(N)cccc12
1.88,,NC(=O)c1cccc2ccccc12
1.65,,O=S1(=O)N=C(C(F)(F)F)Nc2cc(Cl)ccc21
1.28,,Fc1ccc(N2CCNCC2)cc1
1.83,,COP(=O)(OC)Oc1ccc([N+](=O)[O-])c(Cl)c1
1.69,,COP(=O)(OC)Oc1ccc([N+](=O)[O-])c(C)c1
0.04,,CCCC1CNC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)C1
1.02,,CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(CC)C1
3.47,,S=C=NCCc1ccccc1
1.95,,NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O
3.04,,CCOC(=O)C(=Cc1ccccc1F)C(=O)OCC
2.03,,O=[N+]([O-])c1cc(F)cc(F)c1
2.94,,O=C(O)CCCCc1ccccc1
0.91,,CCC(CC)C(=O)NC(N)=O
0.45,,CC(C)CC(=O)NC(N)=O
-1.42,,CS(=O)(=O)CC#N
3.13,,COP(=O)(OC)OC(=CCl)c1ccc(Cl)cc1Cl
3.58,,COc1ccc(N=C=S)cc1
3.1,,O=C1C=NC(c2ccccc2)c2cc(C(F)(F)F)ccc2N1
-0.05,,S=C1CCCN1
0.83,,O=Nc1ccc(O)c(=O)cc1
0.44,,Cc1cc(=O)c(O)c(C)o1
0.82,,O=c1[nH]cc(O)n1Cc1ccccc1
4.49,,CC(C)N(C(=O)SCC(Cl)=CCl)C(C)C
4.6,,CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C
4.4,,Cc1cccc(Oc2ccc([N+](=O)[O-])cc2)c1
4.31,,CCCC(C)C(=O)Nc1ccc(C)c(Cl)c1
4.38,,CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc21
5.0,25.0,C#CCOS(=O)OC1CCCCC1Oc1ccc(C(C)(C)C)cc1
3.7,,CCCCOC(=O)C1(O)c2ccccc2-c2ccccc21
0.58,,Cc1ccc(-n2c(O)ccc2O)cc1
0.15,,COc1ccc(-n2c(O)ccc2O)cc1
3.01,,CCCOC(=O)c1ccccc1
2.34,,COc1ccc(C=CC(=O)O)cc1OC
1.72,,OCc1cc(Br)ccc1O
2.65,,NC(=O)Nc1ccc(Cl)c(Cl)c1
1.95,,O=[N+]([O-])c1ccc2[nH]nnc2c1
3.87,,FC(F)(F)c1nc2c(Cl)c(Cl)c(Cl)cc2[nH]1
4.18,,CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C
1.48,,CC(=O)Oc1ccc(C(=O)O)cc1
1.29,,CC(=O)N=C1CC(=O)c2ccccc2C1=O
1.77,,N=C1CC(=O)c2ccccc2C1=O
1.35,,COC1=CC(=O)c2ccccc2C1=O
2.01,,Cc1ccc(C(N)=S)cc1
1.63,,COc1ccc(C(N)=S)cc1
2.3,,O=[N+]([O-])c1cc([N+](=O)[O-])c2c([N+](=O)[O-])cccc2c1
2.51,,CC(C)CC(=O)Nc1ccccc1
0.57,,NC(=O)N(CCCl)N=O
2.58,,CCCCF
2.59,,O=C(O)C=Cc1ccc2c(c1)OCO2
0.95,,C=CCC1(CC)C(=O)NC(=O)NC1=O
0.5,,Nc1ccc(C(=O)O)cc1O
0.47,,COc1cc(CCO)ccc1O
3.83,,CC(C)=CCCC(C)CC=O
6.89,,ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl
0.96,,CCCCCCCCCCCCS(=O)(=O)O[Na]
4.51,,ClC(Cl)C(c1ccccc1)c1ccccc1
3.99,,CCC(C)NP(=O)(OC)Oc1cc(Cl)c(Cl)cc1Cl
3.66,,O=C(Nc1ccccc1)c1cc([N+](=O)[O-])ccc1O
1.34,,CC1CCC(C)O1
3.36,,S=C=Nc1cccc(Cl)c1
3.03,,COc1cccc(Br)c1
8.1,,CCCCCCCCCC(CC)c1ccccc1
2.11,,Clc1cccnc1Cl
2.15,,Clc1cccc(Cl)n1
3.32,,Clc1cc(Cl)c(Cl)nc1Cl
2.59,,CCCCNCc1ccccc1
3.26,,CCCCOP(C)(=O)OCCCC
-2.2,,Nc1ccc(CC(N)C(=O)O)cc1
2.67,,Cc1ccc(C)c(O)c1C
0.81,,C=CCNCC
3.8,,Oc1c2c(c(O)n1SC(Cl)(Cl)C(Cl)Cl)CC=CC2
2.09,,CNC(=O)Oc1ccc(C)c(C)c1
0.63,,CCCCOCC1CO1
1.49,,CNC(=O)ON=Cc1ccccc1
0.65,,CCOC(=O)c1nccnc1C(=O)OCC
2.4,,CCN(CC)C(=O)Cc1ccccc1
0.69,,Cn1cnc2ccccc2c1=O
4.37,,Oc1c(Br)cc(Br)c(O)c1Br
6.29,,Clc1ccc(-c2ccc(Cl)cc2Cl)c(Cl)c1
3.42,,CCCc1ccc(C(=O)O)cc1
2.08,,CCCCOc1ccc(CC(O)=NO)cc1
-0.49,,NS(=O)(=O)c1cccnc1
3.78,,Cc1ccc2nc3sc(=O)sc3nc2c1
0.86,,COc1ccccc1C(N)=O
4.31,,Cc1ccc(O)c(-n2nc3ccccc3n2)c1
0.33,,COC(=O)C(Cc1ccc(O)cc1)NC(C)=O
0.48,,CCCCCC(=O)NN
5.25,,Clc1ccc(Oc2ccc(Cl)cc2)cc1
1.52,,O=c1c2ccccc2nc2n1CCCC2
0.7,,COc1[nH]cnc(=NS(=O)(=O)c2ccc(N)cc2)c1OC
-0.27,,COC(=O)c1ccncn1
-0.43,,C#CCN
0.99,,NC(=S)c1ccccc1N
2.05,,Cc1cccc(OCCN(C)C)c1
2.56,,Clc1cncc(Cl)c1
1.33,,Nc1ccc(C(=O)O)c(Cl)c1
0.36,,COC(=O)c1ccccn1
0.87,,COC(=O)c1ccncc1
3.26,,COc1cc(Cl)c(Cl)cc1O
3.58,,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl
-0.34,,CC(=O)n1ccnc1
1.34,,Cc1cc2[nH]c(=O)c(=O)[nH]c2cc1C
2.25,,CC(=O)C=Cc1cccc(F)c1
2.8,,CC(C)CCOC(=O)c1cc(O)c(O)c(O)c1
1.49,,Nc1ccc(C(=O)O)c(Br)c1
1.37,,Cc1cc(C(=O)O)ccc1N
1.14,,Cc1cc(N)ccc1C(=O)O
1.25,,C=CCOc1cc(N)ccc1C(=O)O
1.53,,CCCOc1cc(N)ccc1C(=O)O
0.45,,COc1cc(N)ccc1C(=O)O
-0.14,,CC12CCC(OS(=O)(=O)O)CC1CCC1C2CCC2(C)C(c3coc(O)c3)CCC12O
-0.21,,CC12CCC(OS(=O)(=O)O)CC1CCC1C2CCC2(C)C(c3coc(O)c3)CCC12O
0.1,,CNC(=S)N(C)C
-0.44,,O=[N+]([O-])c1ccc(OC2OC(CO)C(O)C(O)C2O)cc1
2.53,,C=C(C)C(=O)OCc1ccccc1
1.87,,CCOP(=S)(OCC)SCCS(=O)(=O)CC
1.73,,CCOP(=S)(OCC)SCCS(=O)CC
4.4,,O=C1c2ccccc2C(=O)c2c1ccc1ccccc21
0.81,,CN(N=O)C(C)(C)C
0.05,,Nc1cc[n+]([O-])c2ccccc12
1.64,,CCOP(=O)(OCC)Oc1ccccc1
0.71,,CCOP(C)(=O)SCC
-0.67,,CN(C)P(C)(=O)N(C)C
3.31,,CC1(C)C=Cc2ccccc2O1
2.13,,O=C(O)c1cc(Cl)ccc1[N+](=O)[O-]
2.03,,O=C(O)c1cc([N+](=O)[O-])ccc1Cl
-2.84,,O=C(O)C1CCN1
0.23,,Cc1no[n+]([O-])c1C
-0.35,,CCc1c(O)[nH]c(=O)[nH]c1=O
4.14,,CCN(CC)CCNc1ccc(C)c(Cl)c1
2.4,,NC(=S)c1ccc(Cl)cc1
0.87,,CCOC(=O)c1ccccn1
2.14,,CSc1cccc(NC(C)=O)c1
2.96,,CCCCc1ccc(O)c(O)c1
3.11,,CCCCCc1ccc(O)c(O)c1
1.84,,COC(=O)c1ccc(Br)o1
4.27,,CCCCOP(=O)(OCCCC)Oc1ccccc1
0.6,,O=[N+]([O-])c1cccnc1
4.86,,Cc1ccc2c(ccc3ccccc32)c1
3.54,,BrC1CC2CCC1C2
-0.05,,C=CCC1(CC(C)O)C(=O)NC(=O)NC1=O
4.59,,COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl
3.74,,COc1c(O)c(OC)c(Cl)c(Cl)c1Cl
1.48,,COP(=S)(OC)SCC(=O)N(C)C=O
0.58,,C#CCCC(C)=O
1.68,25.0,FS(F)(F)(F)(F)F
4.92,,CCO[Si](OCC)(c1ccccc1)c1ccccc1
3.36,,FS(F)(F)(F)(F)c1ccccc1
2.15,,O=C1C=NC(c2ccccc2F)c2cc([N+](=O)[O-])ccc2N1
-0.85,,Cn1c(=O)cc(O)[nH]c1=O
0.83,,C=C1C(=O)OC2C1CCC(C)C1(O)CCC(=O)C21C
2.48,,Cc1cc(O)ccc1[N+](=O)[O-]
1.78,,CCOP(=S)(OCC)SCS(=O)CC
1.99,,CCOP(=S)(OCC)SCS(=O)(=O)CC
1.78,,CCOP(=O)(OCC)SCS(=O)CC
1.98,,CCOP(=O)(OCC)SCS(=O)(=O)CC
2.57,,CNC(=O)Oc1ccc(Cl)c(C)c1
3.37,25.0,CCOc1nc(C(Cl)(Cl)Cl)ns1
1.96,,CCCCCOC(=O)NC
3.69,,CCOC(=O)C(SP(=S)(OC)OC)c1ccccc1
2.03,,CC(=O)Oc1cccc2cccnc12
2.07,,CCOP(=O)(OCC)SCSCC
1.75,,COC(=O)Nc1ccccc1
2.67,,CN(C)c1ccc(C=C[N+](=O)[O-])cc1
2.04,,O=CNc1ccc(Cl)cc1
0.52,,O=S(=O)(NS(=O)(=O)c1ccccc1)c1ccccc1
2.01,,CNC(=O)Oc1ccc(Cl)cc1
-1.83,,CC(=O)NCC(N)=O
2.19,,CC(=O)Nc1cc(Cl)ccc1Cl
1.97,,NC(=O)OCc1ccc(Cl)cc1
2.53,,CCN(CC)P(=O)(N(CC)CC)N(CC)CC
3.52,,N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2
1.05,,CC(=O)Nc1ccc(OC(C)=O)cc1
2.65,,CNC(=O)Oc1ccccc1C(C)(C)C
3.06,,CNC(=O)Oc1ccc(C(C)(C)C)cc1
4.51,,O=C(Nc1ccc(Br)cc1)c1ccccc1O
3.12,,CN(C(=S)c1ccccc1)c1ccccc1
0.58,,OCCCc1ccncc1
2.23,,CCc1ccc(OC(=O)NC)cc1
3.1,,CNC(=O)Oc1cc(C)cc(C(C)C)c1
1.43,,CNC(=O)Oc1cccc(N(C)C)c1
2.31,,CNC(=O)Oc1ccccc1C(C)C
1.93,,CCc1ccccc1OC(=O)NC
2.71,,COP(=S)(OC)Oc1ccc(C#N)cc1
-0.13,,S=c1cccc[nH]1
3.4,,CCOP(=S)(OCC)SCn1nnc2ccccc2c1=O
4.99,,Nc1cc2c3ccccc3ccc2c2ccccc12
0.98,,COC(=O)CNC(=O)c1ccc([N+](=O)[O-])cc1
1.0,,NNC(=O)Nc1ccc(Br)cc1
2.32,,O=C1C=NC(c2ccccc2)c2cc(F)ccc2N1
2.38,,O=C1C=NC(c2ccccc2F)c2ccccc2N1
8.3,,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C
1.45,,O=c1cc(O)n(-c2ccccc2)n1-c1ccccc1
1.95,,CNC(=O)Oc1cccc(C)c1C
2.23,,CNC(=O)Oc1cc(C)cc(C)c1
3.34,,Oc1ccc(Sc2ccc(O)cc2)cc1
3.72,,COc1cc(Cl)c(Cl)c(Cl)c1O
4.16,,CCOP(=S)(OCC)Oc1ccc(SC)cc1C
2.66,,CNC(=O)Oc1cc(C)c(C)c(C)c1
-0.04,,CCN1CCCC1=O
4.2,,CCCCCCCCCCCCN1CCCC1=O
2.46,,Nc1ccccc1Oc1ccccc1
4.45,,Clc1ccccc1Oc1ccccc1
1.18,,CC(=O)c1cccc(OC(=O)N(C)C)c1
0.16,,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1
4.2,,Nc1ccc2c3c(cccc13)-c1ccccc1-2
2.4,,CCCc1ccc(N)cc1
2.18,,N#CC(C#N)=Cc1ccccc1
1.84,,COC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
1.38,,CC(=O)NNC(=O)Nc1ccc(Br)cc1
0.08,,NCCc1ccccn1
4.51,,OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
1.25,,CCCCn1cnc2c(=N)[nH]cnc21
1.65,,COC(=O)c1ccccc1NC(C)=O
1.24,,CC(=O)Nc1ccc(C(C)=O)cc1
0.76,,CC(=O)N=c1[nH]ccs1
8.19,,CCCCCCCCCCC(C)c1ccccc1
8.01,,CCCCCCC(CCCCC)c1ccccc1
8.01,,CCCCCCCC(CCCC)c1ccccc1
8.07,,CCCCCCCCC(CCC)c1ccccc1
0.85,,CNC(=S)Nc1ccccc1
2.02,,CCN(CC)C(=O)c1ccccc1C
2.38,,CCN(CC)C(=O)c1ccc(C)cc1
2.47,,O=C1C=NC(c2ccccc2C(F)(F)F)c2ccccc2N1
0.55,,CNCC(F)(F)F
2.42,,CC#CC#CC#CC=CC(=O)OC
1.35,,CNC(=S)NCc1ccccc1
1.42,,CCNC(=S)Nc1ccccc1
1.59,,CN(C)C(=S)NCc1ccccc1
0.85,,N#CCc1ccco1
2.62,,CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2
3.0,,CNC(=O)Oc1cc(C)c(Cl)cc1Cl
-1.87,,NC1(C(=O)O)CCCCC1
1.81,,CNC(=O)C=Cc1ccccc1
3.83,,O=C(Nc1ccc(Cl)c(Cl)c1)C1CC1
-2.39,,NCc1cc(=O)[nH]o1
3.11,,COc1cc(Cl)c(Cl)cc1OC
0.49,,CN(C)C(=S)N(C)C
1.7,,O=C1NC(=O)C(c2ccccc2)(c2ccc(O)cc2)N1
1.98,,Cn1c(=O)sc2ccccc21
3.63,,CC1(C(=O)Nc2ccc(Cl)c(Cl)c2)CC1
2.42,,CNC(=O)OCc1ccc(Cl)cc1
2.12,,N=C1C(=O)c2ccccc2C(=O)C1Cl
3.14,,CNC(=O)Oc1cc(C)ccc1C(C)(C)C
2.06,,NC(CSC(c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)O
1.72,,COc1ccc(OC)c(CC(C)N)c1
2.24,,CC#CC#CC
2.33,,CCOC(=O)c1cccs1
0.55,,Cc1cc(=O)[nH]c(C(C)C)n1
-0.78,,O=[N+]([O-])c1ccccc1OC1OC(CO)C(O)C(O)C1O
-0.89,,OCC1OC(Oc2ccccc2)C(O)C(O)C1O
-1.8,,CN1CCCC1c1ccc[n+]([O-])c1
2.4,,Cc1ccc(C=C(C#N)C#N)cc1
1.2,,CN(C)c1nc(=N)nc(N(C)C)[nH]1
-2.07,,NC(C(=O)O)c1ccccc1
-0.41,,NC(=O)c1ccc(N)cc1
-0.5,,NC(=O)NNC(=O)c1ccccc1
2.98,,COc1cccc(Cl)c1
1.24,,COc1nccnc1C
2.01,,CCCCCC1=NS(=O)(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1
1.21,,CCCC1=NS(=O)(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1
0.6,,OCCCc1cccnc1
0.58,,OCCCc1ccccn1
1.59,,O=C1NC(Cc2ccccc2)C(=O)NC1Cc1ccccc1
4.28,,CCc1c(C)cccc1C
3.5,,COc1cc(N)c2c(c1N)C(=O)c1ccccc1C2=O
4.3,,CCN(CCO)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1
-0.06,,COC1=CC(=O)C=CC1=O
1.81,,CSc1nccnc1C
1.29,,COc1cncc(C)n1
2.7,,O=C1C=NC(c2ccccc2F)c2cc(Cl)ccc2N1
2.63,,CN(C)c1ccc2c(c1)C(c1ccccc1)=NCC(=O)N2C
2.92,,CSc1ccc2c(c1)=C(c1ccccc1)NCC(=O)N=2
3.11,,O=C1C=NC(c2ccccc2)c2cc(Br)ccc2N1
3.15,,O=C1C=NC(c2ccccc2Cl)c2cc(Cl)ccc2N1
3.12,,CN1C(=O)CN=C(c2ccccc2Cl)c2cc(Cl)ccc21
0.12,,CC1(C)CC(=O)CC(C)(C)N1O
2.18,,O=C1C=NC(c2ccccc2)c2ccccc2N1
4.41,,CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21
0.78,,CC(C)N=c1[nH]c(Cl)nc(=NCCO)[nH]1
3.21,,Cc1cc(C)c(C#[N+][O-])c(C)c1
2.85,,COC(=O)c1cccc(Cl)c1
0.46,,CC1(C)OCCO1
-0.84,,C1OC1CN1CCN(CC2CO2)CC1
4.96,,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl
-1.25,,NC(Cc1ccc([N+](=O)[O-])cc1)C(=O)O
3.69,,FC(F)(F)CN(CC(F)(F)F)c1ccccc1
1.93,,Cc1cccc(OCC(O)CNC(C)C)c1
1.5,,COc1ccccc1NCCO
1.67,,Cc1ccc(CC#N)cc1
2.08,,NC1CCc2ccccc2C1
3.73,,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1
3.75,,CCCCCc1ccncc1
4.87,,ClC(Cl)(Cl)C(c1ccccc1)c1ccccc1
1.98,,N#Cc1ccnc2ccccc12
1.83,,O=Cc1ccc(O)c(Br)c1
5.15,,Clc1ccc(-c2cccc(Cl)c2)cc1
5.29,,Clc1ccc(-c2ccccc2)cc1Cl
0.5,,CS(=O)(=O)c1cccc([N+](=O)[O-])c1
2.6,,O=C(O)COc1cccc2ccccc12
2.46,,O=C(CNC(=O)c1ccccc1)Oc1cccc([N+](=O)[O-])c1
2.31,,O=C(CNC(=O)c1ccccc1)Oc1ccccc1
1.2,,CSc1ccccc1N
2.08,,COC(=O)COc1ccccc1C
2.08,,NC(=O)Nc1cccc(Br)c1
2.8,,CN(C)C(=O)N(c1ccccc1)c1ccccc1
3.54,,O=C(Cc1ccccc1)Nc1ccc(Cl)cc1
0.91,,CNCCCCc1cccnc1
0.76,,CCNCc1cccnc1
0.93,,O=C(O)c1ccc(CO)cc1
1.48,,O=Cc1ccc(O)c([N+](=O)[O-])c1
1.99,,N#CSCc1ccccc1
2.63,,COc1ccccc1C1=NCC(=O)Nc2ccc(Cl)cc21
0.48,,N#Cc1ccc(C(N)=O)cc1
-0.11,,O=[N+]([O-])c1c[nH]cn1
-0.44,,Cn1cnc([N+](=O)[O-])c1
0.13,,Cn1cncc1[N+](=O)[O-]
2.59,,CC(=O)Oc1ccccc1C(F)(F)F
-0.47,,[O-][n+]1ccc(O)c2ccccc21
0.96,,OCCN1CCCCC1
2.76,,c1ccc(-c2ccc[nH]2)cc1
1.61,,N#CCCOc1ccccc1
-0.72,,Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O
2.42,,CCc1ccccc1OC(C)=O
2.45,,CCc1cccc(OC(C)=O)c1
3.61,,O=C(C=Cc1ccccc1)Nc1ccccc1
2.38,,CON(C)C(=O)Nc1ccc(Br)cc1
1.05,,COc1c(O)cc(C)c(O)c1OC
2.79,,CCOP(=O)(OCC)Oc1ccc(SC)cc1
4.16,,CCOP(=S)(OCC)Oc1ccc(SC)cc1
1.09,,Cc1ccc(N(CCO)CCO)cc1
1.61,,Cc1ccc(NC=O)cc1
4.49,,OCCOCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
1.46,,Cn1c(=O)n(C)c2ccccc21
0.5,,CS(=O)(=O)c1ccccc1
2.05,,O=S(=O)(Cc1ccccc1)c1ccccc1
3.2,,CCCCC(CCCC)C(=O)O
2.91,,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O
0.34,,COC1=C(OC)C(=O)C=CC1=O
0.22,,COC1=CC(=O)C(OC)=C(OC)C1=O
0.41,,COC1=C(OC)C(=O)C(OC)=C(OC)C1=O
0.24,,N#Cc1cccc(S(N)(=O)=O)c1
0.23,,N#Cc1ccc(S(N)(=O)=O)cc1
0.56,,C=CC(=O)OCCOC
0.3,,COc1cc2ccc(=NC(C)=O)c3c(c2c(OC)c1OC)CCC(N)C(=O)C3
0.94,,CC(C)(C)COC(N)=O
3.23,,Oc1cccc(N=C=S)c1
3.68,,COc1cccc(N=C=S)c1
3.13,,N#Cc1cccc(N=C=S)c1
4.26,,CCCCOC(=O)c1cccc(C(=O)OCCCC)c1
0.85,,BrCC1CO1
2.31,,CN(C)c1nc(Cl)nc(N(C)C)n1
3.53,,Brc1ccsc1Br
4.88,,ClC1(Cl)CC1(c1ccccc1)c1ccccc1
1.58,,C1CC2CC1C1OC21
2.31,,C=CCC1(CCCC)C(=O)NC(=O)NC1=O
1.34,,CC(C)NC(=O)NS(=O)(=O)c1ccccc1
0.73,,COc1cnccn1
-0.59,,O=[N+]([O-])c1ccc(OC2OC(CO)C(O)C(O)C2O)cc1
0.6,,N#Cc1ccc([N+](=O)[O-])n1CCO
1.38,,COc1ccc(C(=O)CCC(=O)O)cc1
2.85,,O=[N+]([O-])C=Cc1ccccc1Cl
2.57,,O=[N+]([O-])C=Cc1cccc(Cl)c1
1.8,,O=[N+]([O-])C=Cc1ccccc1[N+](=O)[O-]
1.89,,O=[N+]([O-])C=Cc1ccc([N+](=O)[O-])cc1
2.07,,O=[N+]([O-])C=Cc1cccc(O)c1
1.86,,CC(=O)C=Cc1ccc(O)cc1
2.65,,CC(=O)C=Cc1ccc(C)cc1
2.8,,CC(=O)C=Cc1ccc(Cl)cc1
1.05,,O=[N+]([O-])c1ccc(O)cc1O
5.04,,CC(C)(C)C1CCCCC1
2.12,,O=[N+]([O-])C=Cc1ccc(O)cc1
2.37,,COc1cccc(C=C[N+](=O)[O-])c1
2.2,,COc1ccc(C=C[N+](=O)[O-])cc1
3.05,,CCOC(=O)c1cc2ccccc2o1
1.27,,CNC(=O)NC(=O)c1ccccc1
2.4,,CCc1ccco1
3.05,,O=[N+]([O-])c1cccc(Cl)c1Cl
1.7,,NS(=O)(=O)c1cc2c(cc1Cl)N=C(Cc1ccccc1)NS2(=O)=O
0.54,,Nc1ccc2c(c1)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43
1.28,,CC(CO)NCc1ccccc1
3.99,,BrCC(CBr)(CBr)CBr
2.4,,Cc1ccc(C=NO)cc1
2.96,,O=C1c2ccccc2C(=O)N1CCCCBr
1.4,,N#CC(C#N)=Cc1ccco1
2.56,,CCc1ccc(OC(C)=O)cc1
-0.62,,CC1OC(OC2CCC3(CO)C4CCC5(C)C(c6coc(O)c6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O
-0.32,,Cc1cc2c(cc1S(N)(=O)=O)S(=O)(=O)N=CN2
2.04,,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(c7coc(O)c7)C(OC=O)CC65O)C4)OC3C)OC2C)CC(O)C1O
1.83,,Cc1ccc(CCN)cc1
1.68,,CCC[Sn](CCC)(CCC)OC(C)=O
8.2,25.0,Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2
0.9,,CCc1cnc(=NS(=O)(=O)c2ccc(N)cc2)[nH]c1
3.01,,CCCCC(CCC)C(=O)O
4.39,,C=C(C)C(=O)OCC(CC)(COC(=O)C(=C)C)COC(=O)C(=C)C
0.25,,COc1ccc(C(=O)NN)cc1
1.06,,OCC(CO)(CBr)CBr
2.31,,CC(Oc1ccc(Cl)cc1)C(=O)O
1.66,,O=[N+]([O-])c1ccc(O)c(O)c1
0.81,,O=c1ccccc(O)c1
0.82,,O=c1ccss1
-0.27,,COC(=O)NS(=O)(=O)c1ccc(N)cc1
-1.01,,OCC(O)c1ccc(O)c(O)c1
1.9,,CCCC(=O)OCC1OC(n2cc(F)c(=O)[nH]c2=O)CC1OC(=O)CCC
2.84,,N#Cc1sc2c(=O)c3ccccc3c(=O)c=2sc1C#N
3.2,,S=c1sscc1-c1ccccc1
2.45,,Cc1ssc(=S)c1C
1.89,,Cc1cc(=S)ss1
2.18,,Cc1cssc1=S
3.57,,S=c1ssc2ccccc12
1.18,,N=C(N)NN=Cc1ccccc1
1.54,,c1ccc(-c2nc[nH]n2)cc1
2.35,,OCCCCc1ccccc1
0.22,,Cc1ncc([N+](=O)[O-])n1CC(C)O
1.35,,CN(C)C(=O)Oc1ccccc1[N+](=O)[O-]
1.26,,CC(C)(C)[N+]([O-])=Cc1ccccc1
2.53,,CON=Cc1ccccc1
4.76,,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
3.89,,CC(C)(C)c1ccc([N+](=O)[O-])cc1
5.96,,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1
1.41,,COc1cnnc2ccccc12
-0.6,,Cc1cn(C2CCC(CO)O2)c(=O)[nH]c1=O
5.6,,Cc1cccc(C)c1NC(=O)CN1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
0.86,,COc1ccc(C(N)=O)cc1
0.19,,Cc1cc(=N)[nH]cn1
0.16,,Cc1ccncn1
1.92,,c1ccc(-c2ccncn2)cc1
0.52,,N#Cc1cccc(C(N)=O)c1
3.67,,S=c1cc(-c2ccccc2)ss1
1.41,,CC1OC(=O)c2ccccc21
4.19,,C=Cc1ccc(CC)cc1
2.59,,Oc1[nH]c2ccccc2c1-c1ccccc1
3.73,,Cc1ccc(-c2cssc2=S)cc1
2.64,,O=c1sscc1-c1ccccc1
1.7,,Ic1cn[nH]c1
0.36,,CN(C)C(=O)N(C)N=O
1.1,,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(N)CC2
4.31,,CC1CCCCN1CCCOC(=O)c1ccc(Cl)c(Cl)c1
4.1,,Nc1c(Cl)c(Cl)cc(Cl)c1Cl
2.43,,C1CCC(C2CO2)CC1
1.31,,CC1(C)SC2C(NC(=O)C3(N)CCCCC3)C(=O)N2C1C(=O)O
1.8,,CN1C(=O)CN=C(c2ccccc2)c2cc(C#N)ccc21
1.9,,CC(=O)C=Cc1ccc([N+](=O)[O-])cc1
3.84,,CCC[Si](C)(C)C
0.6,,O=c1[nH]c(O)c(Cc2ccccc2)[nH]1
-0.62,,CCCC(=O)NN
-0.33,,NC(=O)c1cccc(N)c1
2.02,,CC(C)NNC(=O)COc1ccc(Cl)cc1
