,logP,Temperature,smiles
5070,2.75,,Fc(cccc1C)c1
5072,1.56,,O=C(OCC(F)(F)F)C(=C)C
5074,1.95,,S(CC)CC
5114,0.12,,O=C(N)C(F)(F)F
5132,2.91,,FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F
5135,3.19,,O=C1C=C2C(F)CC3C4CC5OC(C)(C)OC5(C(=O)COC(=O)C)C4(C)CC(O)C3(F)C2(C)C=C1
5142,3.61,,CC(CN1CCOCC1)C(C(=O)N2CCCC2)(c3ccccc3)c4ccccc4
5143,0.98,,O=C(N(c(c(C1(C(N(C2)CC(C3C4C5OC6)=C6)C3)C2)cc(OC)c7OC)c7)C14)C5
5166,4.64,,CC2C3Cc1ccc(O)cc1C2(C)CCN3CC=C(C)C
5167,0.16,,c1ccc2N=CNS(=O)(=O)c2c1
5171,0.68,,NC(=O)c1ccccc1C(F)(F)F
5172,2.25,,O=C(NCC(=O)O)CCC(C(C(C(C(C(C(C(C1)CC(O)C2)(C2)C)C3)C1)C4)(C3O)C)C4)C
5174,0.29,,c1ccc2N=C(C)NS(=O)(=O)c2c1
5176,-1.1,,O=C(N)C(N=CN1)=C1N
5179,4.79,,CCC(=O)c3ccc2Sc1ccccc1N(CC(C)N(C)C)c2c3
5181,1.95,,O=C1C=CC(=O)C=C1c2ccccc2
5183,2.82,,CCCCCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O
5185,2.53,,Fc(c(F)cc(F)c1F)c1F
5187,2.62,,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC
5189,1.86,,Fc1ccc(F)cc1N(=O)=O
5192,1.2,,Clc1ccc2N=C(C)NS(=O)(=O)c2c1
5194,1.5,25.0,n(c(ccc1)c(nccc2)c2)c1
5199,2.37,,Fc1ccccc1F
5200,1.71,,Fc(c(O)ccc1)c1
5201,2.06,,Fc(c(cc(N)c1)Cl)c1
5202,2.52,,c1c(F)c(F)cc(F)c1
5203,1.54,,Fc(c(N)ccc1F)c1
5206,-0.83,,CNC(=O)CF
5209,-1.26,,O1C(CO)C(O)C(O)C(O)C1SC(C)C
5220,-0.11,,n1c(F)cc(C(=O)NN)cc1
5227,1.1,,C1CCCN1Cc2cnccc2
5229,3.68,,c1cc(OC(F)(F)F)ccc1NN=C(C#N)C#N
5234,1.15,,Fc(ccc(N)c1)c1
5235,1.77,,Fc(ccc(O)c1)c1
5239,-0.67,,FCCO
5242,-0.76,,O=C(O)CC#N
5243,2.21,,Fc1cccc(F)c1
5244,1.3,,Nc1cccc(F)c1
5245,1.93,,Oc1cccc(F)c1
5250,0.77,,n1cc(F)ccc1
5251,0.84,,n1ccccc1F
5257,-3.19,,O=C(NCCCC(N)C(=O)O)N
5292,0.71,,FC(F)(F)C(O)C
5299,1.94,,FC(F)(F)C(F)(F)C(F)(F)CO
5321,1.94,,C1=CC(=O)C=C2CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C3(F)C12C
5337,2.35,,C1=CC(=O)C=C2CCC3C4CC(C)C(C(=O)CO)C4(C)CC(O)C3(F)C12C
5339,1.18,,O=C(OCC)C(F)(F)F
5341,2.58,,FC(F)(F)c1ccccc1N(=O)=O
5342,4.76,,C(F)(F)(F)C(c1ccc(OC)cc1)c2ccc(OC)cc2
5343,1.59,,OC(=O)c1c(F)cccc1F
5345,1.59,,Cc1ccc2C(=O)C(C(=O)O)=CN(CC)c2n1
5350,2.55,,Fc(c(F)c(F)c(F)c1F)c1F
5355,2.5,,N(=O)(=O)c1c(Cl)c(N(=O)(=O))cc(C(F)(F)F)c1
5356,1.82,,O=C(OC)c(c(F)ccc1)c1
5357,2.19,,c1ccc2cccnc2c1F
5359,1.83,,CC(=O)Nc1c(F)c(Cl)ccc1
5360,0.98,,Nc3nc(N)c2nc(c1ccccc1)c(N)nc2n3
5365,1.03,,CC(=O)Nc1c(F)cccc1
5368,2.34,,O=N(=O)c(c(O)ccc1C(F)(F)F)c1
5372,3.83,,FC(F)(F)c(cccc1C(F)(F)F)c1
5373,3.78,,c1ccc(C(F)(F)F)cc1N=NN(C)C
5376,2.82,,Oc1ccc(C(F)(F)F)cc1
5377,2.55,,c1c(C(F)(F)F)ccc(N(=O)=O)c1
5378,1.9,,Fc1cccc(c1)N(=O)=O
5381,2.28,,COC(=O)c1ccc(F)cc1
5382,1.72,,O=C(c(ccc(F)c1)c1)C
5384,1.47,,N#Cc(cccc1F)c1
5387,2.21,,c1ccccc1NC(=O)C(F)(F)F
5392,1.48,,OC(=O)COc1cccc(F)c1
5396,1.55,,O=C(O)Cc(ccc(F)c1)c1
5397,1.64,,OC(=O)COc1ccc(F)cc1
5433,-0.82,25.0,N#CN
5448,0.2,,O=C(C(F)(F)F)C
5454,1.23,,FC(F)(F)C(F)(F)CO
5468,5.0,,c1ccccc1C(F)(F)C(F)(F)c2ccccc2
5473,2.0,,CC1CC2C3CCC(O)(C(=O)C)C3(C)CC(O)C2(F)C4(C)C=CC(=O)C=C14
5474,2.12,,O=C(OCC)C(F)(F)C(F)(F)F
5484,-0.39,,CC(=O)CF
5491,-1.34,,O=C(C(=O)C)C
5499,0.6,,O=C(OC)C(F)(F)F
5509,1.33,,c1ccc2nc(S(=O)(=O)N)sc2c1
5510,3.83,,FC(F)(F)c(ccc(c1)C(F)(F)F)c1
5514,3.11,,C1C(=O)C=C2CCC3C4CCC(O)(C#C)C4(C)CCC3C2(C)C1
5518,2.62,,CC34CCC1C(CCC2=CC(=O)CCC12)C3CCC4O
5520,2.15,,O=C(c(cccc1)c1)C(F)(F)F
5522,2.11,,OC(=O)c1c(Cl)cccc1F
5524,3.62,,c1ccc2C(O)=C(C(c3ccccc3)CC)C(=O)Oc2c1
5526,4.05,,CCC(=O)N(C1CCN(CC1)CCc2ccccc2)c3ccccc3
5534,2.82,,O=C(N(c(c(cc(c1)Cl)C(=N2)c(cccc3)c3)c1)C)C2
5541,3.56,,COc1ccc2c(c1)nc3c(C)nccc23
5544,-0.02,,Cc1ncc(N(=O)=O)n1CCO
5550,2.8,,Oc1ccccc1C(F)(F)F
5551,0.59,,NC(=O)c1c(F)cccc1
5552,1.77,,O=C(O)c(c(F)ccc1)c1
5553,2.29,,Nc1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O
5556,1.29,,OC(=O)c1c(F)cc(N)cc1
5559,1.91,,c1(F)ccc(N(=O)=O)c(O)c1
5560,1.31,,Fc1ccccc1CO
5563,0.1,,N(=O)(=O)c1ncn(C)c1Sc2ncnc3ncnc23
5576,0.86,,O=C(O)Cc(c(O)ccc1O)c1
5577,3.18,,O=C(c(cccc1)c1)Cc(cccc2)c2
5585,1.5,,O=C(O)Cc(c(F)ccc1)c1
5587,2.01,,CCOc2ccc1nc(sc1c2)S(N)(=O)=O
5592,1.37,,Oc(c(O)cc(c1)C)c1
5594,-0.36,,FCC(O)CF
5600,0.87,,O=C(OCC)C(F)F
5602,2.47,,O=Cc(cccc1C(F)(F)F)c1
5603,2.95,,OC(=O)c1cccc(c1)C(F)(F)F
5604,1.95,,FC(F)(F)c(ccc(N)c1)c1
5605,2.74,,O=S(=O)(F)c(ccc(c1)C)c1
5606,3.1,,OC(=O)c1ccc(C(F)(F)F)cc1
5608,1.77,,CC(=O)c1cccc(F)c1
5609,0.91,,NC(=O)c1cccc(F)c1
5610,2.15,,O=C(O)c(cccc1F)c1
5613,1.41,,c1c(N)c(F)cc(C(=O)O)c1
5614,2.07,,O=C(O)c(ccc(F)c1)c1
5615,2.77,,Fc(cccc1CCl)c1
5618,2.36,,COc1cc(F)ccc1
5619,3.17,,FC(F)(F)Oc(cccc1)c1
5620,3.57,,c1ccccc1SC(F)(F)F
5622,3.05,,c1ccccc1NS(=O)(=O)C(F)(F)F
5626,3.36,,CCNC(C)Cc1cccc(c1)C(F)(F)F
5631,2.44,,C(F)(F)Oc1ccccc1
5634,2.03,,ON=Cc1ccc(F)cc1
5635,1.27,,c1cc(F)ccc1NC=O
5637,1.36,,c1cc(F)ccc1CO
5638,1.54,,O=Cc(ccc(F)c1)c1
5639,2.26,,O(c(ccc(F)c1)c1)C
5646,3.08,,Fc(ccc(c1)Br)c1
5649,0.07,,N#CC#N
5659,0.9,,OCCCC(F)(F)F
5665,-1.15,,NC(=NC(#N))N
5666,-1.69,,O=C(NCC1=O)N1
5667,2.6,,CC(C)(N)Cc1ccc(Cl)cc1
5669,-0.59,,N1C(=O)NC(=O)C=N1
5670,0.39,,n1c(C)nc(N)cc1C
5672,2.27,,Fc(cccc1)c1
5673,0.11,,n(cccc1N)c1
5686,-0.28,,OCCCF
5694,0.84,,O(CC)COCC
5709,6.46,,O=C(O)CCCCCCCC=CCC=CCC=CCC
5710,1.45,,C=C=C
5717,3.11,,C(C)(C)(C)C
5720,1.48,,OC(C(C)(C)C)C
5726,3.01,,OC(C(C(C1C2)(C)C)(C2)C)C1
5734,1.93,,C1C(O)CC2CCC3C4(O)CC(OC(=O)C)C(C5=CC(=O)OC5)C4(C)CCC3C2(C)C1
5735,2.53,,O6C(C)C(O)C(OC)CC6OC1CC2CCC3C4(O)CC(OC(=O)C)C(C5=CC(=O)OC5)C4(C)CCC3C2(C)CC1
5739,1.52,,CC1(C)C2CCC1(C)C(=O)C2=O
5741,1.82,,OC12CC3C4C5N6C(=O)CC4OCC=C3CN2CCC51c7ccccc67
5742,2.09,,Oc1ccc2CC4N(CCC35C(Oc1c23)C(=O)CCC45O)CC=C
5745,0.56,,COC1CC(OC2CCC3(CO)C4CCC5(C)C(CCC5(O)C4CCC3(O)C2)C6=CC(=O)OC6)OC(C)C1O
5746,2.48,,C1C(OC6OC(C)C(O)C(O)C6O)C=C2CCC3C4(O)CCC(C5=COC(=O)C=C5)C4(C)CCC3C2(C)C1
5747,2.1,,O6C(C)C(O)C(OC)C(O)C6OC1CC2CCC3C4(O)CCC(C5=CC(=O)OC5)C4(C)CCC3C2(C)CC1
5754,-0.17,,C1=CC2C(NC5)Cc3ccc(O)c4c3C2(C5)C(O4)C1O
5757,0.69,,COc1ccc2CC5C3C=CC(O)C4Oc1c2C34CCN5
5777,3.61,,CN1CC(CC)C(OC(=O)CC)(c2ccccc2)CC1
5783,2.58,,COc1cc2OCC3(O)c4cc5OCOc5cc4OC3c2cc1
5787,4.18,,O=C(CC)OC(Cc2ccccc2)(C(C)CN(C)C)c1ccccc1
5790,3.42,,C1C(=C)C2CC3C(=C)C(=O)OC3CC2(C)CC1
5796,2.97,,O(C(CC1)(CC2)C(C)C)C12C
5797,2.74,,O(C(CCC1C2)(C2)C)C1(C)C
5798,3.81,,CCOP(=O)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl
5836,4.15,,CC(CCC(O)=O)C3CCC4C2C(O)CC1CC(O)CCC1(C)C2CCC34C
5848,1.65,,O=C(NCC(=O)O)CCC(C(C(C(C(C(C(C(C1)CC(O)C2)(C2)C)C3)C1O)C4)(C3O)C)C4)C
5849,1.79,,c1c(O)c2C(=O)C=CC(=O)c2c(O)c1
5859,1.2,,COc1c(OC)c(OC)c2C3=CC=C(O)C(=O)C=C3C(NC(=O)C)CCc2c1
5861,1.37,,C1Cc2cc(OC)c(OC)c(OC)c2C3=CC=C(OC)C(=O)C=C3C1NC
5877,1.78,,c(c(c(N)cc1)c(N)cc2)(c1)c2
5883,1.94,,O=C1C(C(C)C)=C(C)N(C)N1c2ccccc2
5885,1.54,,Oc1cc(O)c2C(=O)C(O)=C(c3ccc(O)cc3O)Oc2c1
5886,0.95,,Oc1cc(O)c2C(=O)C(O)C(c3cc(O)c(O)cc3)Oc2c1
5890,3.52,,Oc1cc(O)c2C(=O)C=C(c3ccccc3)Oc2c1
5891,2.52,,Oc1cc(O)c2C(=O)CC(c3ccc(O)cc3)Oc2c1
5904,1.43,,O=N(ON=C1C=CC=C2)=C12
5913,1.92,,Oc1cccc2C(=O)C=CC(=O)c12
5919,2.07,,O=C(O)c(c(c(c(ccc1)C(=O)O)c1)ccc2)c2
5925,3.72,,O=C(c(c(N1)ccc2)c2)C1=C(Nc(c3ccc4)c4)C3=O
5931,1.26,,O=C1C(OC)=C(OC)C(=O)C(C)=C1C
5932,1.2,,CC2=C(O)C(=O)c1ccccc1C2=O
5950,0.67,,O=C(c(c(C1=O)ccc2)c2)C1(O)O
5953,2.82,,OC(c(c(c(nc1)ccc2)c2)c1)C(N(CCC3C4C=C)C4)C3
5957,3.92,,Cc1ccc(cc1)C(=CCN2CCCC2)c3ccccn3
5960,3.58,,O=C(c(c(c1cccc2)ccc3)c3)c12
5964,0.07,,c1ncccc1C2CCC(=O)N2C
5970,3.1,,Cc1nccc2c3ccccc3nc12
5979,3.14,,c1ccc2C(=O)CC(c3ccccc3)Oc2c1
5984,0.95,,c1cccc(O)c1C(=O)NCC(=O)O
5990,1.68,,O=CC(c(c(N1)ccc2)c2)=C1
5997,4.0,,c(c(c(c(c1)C)C)C)(c1)C
5999,-0.24,,BrCC(O)C(O)C(O)C(O)CBr
6011,1.03,,OC(=O)c1ccoc1
6031,1.74,,O=C(O)c(c(O)ccc1O)c1
6033,2.2,,C1(=O)C=C(C)C(=O)C=C1C(C)C
6041,2.61,,n(c(c(c(c1)C)ccc2)c2)c1
6042,0.77,,c1ccc2C(=O)NC=Nc2c1
6044,1.38,,c1cc2OC=CC(=O)c2cc1
6048,2.53,,Oc1cc(O)c2C(=O)C=C(c3cc(O)c(O)cc3)Oc2c1
6049,4.3,,c1cc(O)c2C(=O)C=C(c3ccccc3)Oc2c1
6053,1.94,,Oc1ccc2C(=O)CC(c3cc(O)c(O)cc3)Oc2c1
6056,3.99,,c1ccc2Sc3ccccc3C(=O)c2c1
6068,1.24,,o1cccc1C(=O)C(=O)c2occc2
6069,3.75,,S1C=CC=C1C2=CC=CS2
6074,2.01,,C2COc1ccccc1O2
6093,0.97,,C1CCC(NC1)c2cccnc2
6097,0.17,,c1ncccc1C2NCCC2
6101,0.26,,O=C(NO)c(cccc1)c1
6104,2.77,,O=C(c(cccc1)c1)CCC
6112,0.31,,O=C(NCC(=O)O)c(cccc1)c1
6116,1.05,,O(c(c(O1)cc(c2)CO)c2)C1
6122,3.18,,c(c(ccc1)CC2)(c1)C2
6123,1.76,,C1OCc2ccccc12
6125,2.14,,O(c(c(ccc1)C2)c1)C2
6126,2.41,,O=C(O)C(Oc(c1ccc2)c2)=C1
6129,-0.92,,O1C=C(O)C(=O)C=C1
6132,1.14,,O=C(NC(=O)C(Br)C(C)C)N
6133,0.66,,Nc(c(N)cc(c1)C)c1
6141,-0.6,,O1C(=O)C=CC1
6144,1.45,,C(C(C1)C2)C(C1)C2O
6145,1.37,,OC(C(CC1C2)C2)C1
6153,-1.35,,O1C(CO)C(O)C(O)C(O)C1Oc2ccc(O)cc2
6163,0.51,,O=Cc1ccoc1
6164,1.01,,O=CC(C=CS1)=C1
6165,3.24,,C(C=CC1C2)(C1)C2
6169,-3.05,,O=C(O)C(CCNC1)C1
6170,-2.89,,O=C(O)C(CNCC1)C1
6183,3.49,,Oc(c(ccc1C(C)C)C)c1
6193,0.29,,O=Cc(cccn1)c1
6194,3.45,,COP(=S)(OC)Oc1ccc(N(=O)=O)c(Cl)c1
6205,2.53,,c1cc(Cl)ccc1NC(=N)NC(=N)NC(C)C
6207,1.64,,COc1cc(O)cc(OC)c1
6210,-0.64,,O1C(CO)=CC(=O)C(O)=C1
6213,1.84,,O=C(O)CCc(cccc1)c1
6217,4.78,,C(#Cc(cccc1)c1)c(cccc2)c2
6221,1.24,,c1cc(C(=O)O)ccc1CC(=O)O
6224,1.16,,OC(=O)CCc1ccc(O)cc1
6225,1.46,,c1cc(O)ccc1C=CC(=O)O
6237,2.88,,O=C(CCCC)CCCC
6246,-0.16,,O(C1CF)C1
6247,1.46,,C(#CC)C
6251,-0.14,,O(CC1)C1
6258,1.16,,O=C(O)CC(C)C
6266,0.32,25.0,n(ccc(N)c1)c1
6267,0.48,25.0,n(c(N)ccc1)c1
6274,-1.04,,OCCCO
6278,2.45,,CC=CC#CC#CC=CC(=O)OC
6303,9.29,,O=C(O)CCCCCCCCCCCCCCCCCCC
6305,6.98,,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O
6336,1.04,,OC(C)(C)C(F)(F)F
6341,2.69,,OC(C(C(C1C2)(C)C)(C2)C)C1
6344,2.26,,O6C(C)C(O)C(OC)CC6OC1CC2CCC3C4(O)CC(OC(=O)C)C(C5=CC(=O)OC5)C4(C)CCC3C2(C)CC1
6349,-0.02,,C1C(O)CC2(O)CCC3C4(O)CCC(C5=CC(=O)OC5)C4(C)CC(O)C3C2(CO)C1O
6351,0.77,,O=C1C2(C)C3OC(=O)C(=C)C3CCC(C)C2(O)C=C1
6353,-0.48,,CC6OC(OC4CCC3(C=O)C2CCC1(C)C(CCC1(O)C2CCC3(O)C4)C5=CC(=O)OC5)C(O)C(O)C6O
6354,0.64,,O1C(C)C(O)C(OC)CC1OC2CC3(O)CCC4C5(O)CCC(C6=CC(=O)OC6)C5(C)CCC4C3(C=O)CC2
6355,2.1,,CC1OC(OC2CCC3(C)C(CCC4C3CCC5(C)C(CCC45O)C6=CC(=O)OC6)C2)C(O)C(O)C1O
6362,1.85,,O=C(N(c(c(C1(C(N(C2)CC(C3C4C5OC6)=C6)C3)C2)cc(OC)c7)c7)C14)C5
6365,4.27,,C(c1ccccc1)(c2ccccc2)(C(CC)OC(=O)C)CC(C)N(C)C
6368,2.03,,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCCC2
6370,1.03,,O=C1C2(C)C3OC(=O)C(=C)C3CCC(C)C2C=C1
6373,4.74,,O=C(OCC)C(O)(c(ccc(c1)Cl)c1)c(ccc(c2)Cl)c2
6389,-0.65,,O=P(OC)(OC)OC
6395,1.87,,CCCOP(=O)(OCCC)OCCC
6402,2.67,,C(=CC)(C)C
6409,0.74,,NC(CC)C
6415,-0.92,,OC(C(O)C)C
6423,2.99,,O=C(C=C(CCC1C(CC2)C3(C2(O)C)C)C4C1CC3)CC4
6424,4.25,,C1C(C2)C=CC2C1C(O)(c3ccccc3)CCN4CCCCC4
6428,3.22,,OCC(C(CC1C2)C1(C)C)=C2
6431,0.8,,O=C(O)C(O)(c(cccc1)c1)C
6438,-0.33,,c1cc(N)ccc1S(=O)(=O)Nc2nc(C)nc(C)c2
6445,2.39,,O=C(OCC)C(Cl)(Cl)Cl
6469,1.5,,OC(=O)c1c(C(O)=O)c(C(O)=O)c(C(O)=O)c(C(O)=O)c1C(O)=O
6472,1.0,,O=C1C(OC)=CC(C(NC(=O)C)CCc3cc(OC)c(OC)c(OC)c23)=C2C=C1
6474,2.01,,COc1cc(cc(OC)c1OC)C4C2C(COC2=O)C(O)c5cc3OCOc3cc45
6488,4.8,,c1ccc2nc3c(C)c4ccncc4c(C)c3c2c1
6493,2.1,,Oc1ccc(N(=O)=O)c(O)c1N(=O)=O
6496,2.02,,O=C(N(c(cccc1)c1)c(cccc2)c2)C
6500,2.4,,O=C(N(C(=O)c1cccc2)c(cccc3)c3)c12
6506,0.14,,Oc1cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc2c1C(=O)(C=C(c3ccc(OC)c(O)c3)O2)
6507,2.6,,Oc1cc(O)c2C(=O)CC(c3cc(O)c(OC)cc3)Oc2c1
6508,3.1,,Oc1cc(O)c2C(=O)C=C(c3cc(O)c(OC)cc3)Oc2c1
6509,3.02,,Oc1cc(O)c2C(=O)C=C(c3ccc(O)cc3)Oc2c1
6522,3.55,,C1C(=O)CC2CCC3C4CCC(O)C4(C)CCC3C2(C)C1
6530,4.77,,c1cc2Sc3ccccc3N(CC(C)N(CC)CC)c2cc1
6533,4.2,,c1ccc2Sc3ccccc3N(CCN(C)C)c2c1
6547,2.08,,O1c2ccc3C=CC(=O)Oc3c2C=C1
6553,-1.3,,Cc1ncc(CO)c(CN)c1O
6568,2.19,,Oc1ccc2c3ccnc(C)c3nc2c1
6571,3.48,,CC(C)NCC(O)COc1cccc2ccccc12
6573,1.13,,c1ncccc1C2=CCCN2C
6575,3.56,,c1ccc2C(=O)C=C(c3ccccc3)Oc2c1
6577,3.32,,CCCCCCCC(=O)NC1C2SC(C)(C)C(C(=O)O)N2C1=O
6580,1.52,,Nc1ccc(cc1)S(=O)(=O)Nc2ccnn2c3ccccc3
6586,3.66,,c(c(c(cc1)C)C)(c1)C
6587,2.48,,Oc(c(c(cc1)C)C)c1
6592,1.23,,CC1=C(C)C(=O)C=CC1=O
6601,2.23,,CC1=C(C)C(=O)C(C)=C(C)C1=O
6603,4.82,,Nc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
6607,4.1,,c(cc(c(c1C)C)C)(c1)C
6609,2.73,,Oc(c(cc(c1)C)C)c1C
6610,1.22,,C1=C(C)C(=O)C(C)=CC1=O
6613,1.57,,O=C(O)C(SC=C1)=C1
6614,0.15,,N1C(N(=O)(=O))=NC=C1
6615,3.12,,CC1C(=O)OC(CC)C(C)C(O)C(C)C(=O)C(C)CC(C)(O)C(OC2OC(C)CC(N(C)C)C2O)C(C)C1OC3OC(C)C(O)C(OC)(C)C3
6617,4.38,,c(c(ccc1)C)(c1)C(C)C
6618,0.76,,NC(=O)c1ccccc1C
6623,1.69,,O=N(=O)c1ccccc1N(=O)=O
6632,-0.1,,CN(Cc2cnc1nc(N)nc(N)c1n2)c3c(Cl)cc(cc3Cl)C(=O)NC(CCC(O)=O)C(O)=O
6644,2.21,,N#Cc(c(ccc1)C)c1
6645,2.26,,Cc1ccccc1C=O
6649,1.98,,c1cc2C(O)CCCc2cc1
6651,2.95,,c1c(O)c2CCCCc2cc1
6653,0.58,,c1cc2NC=CC(=O)c2cc1
6655,0.77,,OCC(C(O)=O)c1ccccc1
6670,2.8,,c1ccccc1N(N)c2ccccc2
6671,1.07,,C1N2C(=O)c3ccccc3N=C2CC1
6672,-0.06,,O=C1C(OC)=CC(=O)C=C1OC
6673,1.04,,O=C(O)c(cc(OC)c(O)c1OC)c1
6676,5.25,,OC(=O)c1ccccc1Nc2cc(C(F)(F)F)ccc2
6697,0.61,,O=C(OCC(O)COc(c(OC)ccc1)c1)N
6700,3.82,,C1=C(c2ccc(OC)cc2)SSC1=S
6721,1.28,,O=C(Nc(c(ccc1)Cl)c1)C
6722,1.93,,O=C(Oc(c(ccc1)C)c1)C
6728,2.12,,Cc1ncsc1CCCl
6732,2.65,,Oc(c(ccc1)I)c1
6737,1.4,,N(CSC(N1C)=S)(C1)C
6738,0.53,,O=C1C=CC=CC=C1O
6745,-0.24,,N(C(=S)NC)C
6749,1.85,,C1=C(C)OC=C1
6750,1.58,,C1=CSSC1=S
6751,0.52,,N(=C(NC1)C)C1
6753,2.13,,O=N(=O)c(cc(N(=O)=O)c(O)c1C)c1
6757,-0.58,,C(CO)(O)c1cc(OC)c(O)cc1
6768,-2.31,,O=C(O)C(NCCC1)C1
6769,4.5,,c(cccc1C(C)C)(c1)C
6770,2.68,25.0,O=C(O)c(cccc1Cl)c1
6781,1.18,,c1cc(Cl)ccc1C(=O)NN
6786,3.17,,OCC(=CCC(C(=C)C)C1)C1
6788,3.4,,OC(=O)c1ccc(C(C)C)cc1
6790,2.53,,C(c(cccc1)c1)#C
6791,1.65,,n(ccc(c1)CC)c1
6792,1.66,,n(cccc1CC)c1
6793,-1.61,,O=Ic(cccc1)c1
6795,0.93,,Nc1cc(OC)ccc1
6806,2.07,,CNC(C)Cc1ccccc1
6807,0.16,,c1ccccc1NC(=O)NN
6809,1.32,,c1cc(O)ccc1CC(NC(=O)C)C(=O)O
6814,4.06,,O=N(=O)c(cccc1SSc(cccc2N(=O)=O)c2)c1
6815,1.68,,O=C(Nc(cccc1C)c1)C
6825,0.73,,NC(=O)NCc1ccccc1
6829,0.7,,OCC(O)COc1ccccc1
6831,2.82,,C(=Nc1ccccc1)c2ccccc2
6836,4.9,,c(cccc1)(c1)CCCCC
6840,1.92,,O(Cc(cccc1)c1)C
6841,4.68,,c(cccc1)(c1)CC(C)C
6842,2.09,,O=C(Nc(ccc(c1)Cl)c1)C
6846,1.23,,C1=CC(=NNC(=N)N)C=CC1=NNC(=S)N
6848,2.16,,O(Cc(cccc1)c1)CC
6870,2.13,,Fc1ccc(F)cc1
6871,2.34,,Nc(ccc(c1)I)c1
6872,2.91,,Oc(ccc(c1)I)c1
6877,0.23,,OCCBr
6878,2.04,,ClCCC
6879,2.0,,C(=CCl)Cl
6880,-1.37,,N#CCN
6889,1.76,,O=C(OC(C)(C)C)C
6891,7.2,,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C
6892,5.2,25.0,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1
6905,-0.21,,O=C(N)CCC
6915,-0.29,,N1C(=O)C=CC1=O
6917,-2.4,,O1C=CC=C1CN(I)(C)(C)C
6918,-3.03,,C1OCOC1CN(I)(C)(C)C
6920,3.53,,c(cccc1Cl)(c1)Cl
6921,1.84,,ClC(Cl)(Cl)C(O)NC(=O)OCC
6934,-0.35,,O=C1CCCCO1
6942,1.54,,N#CCCC(C)C
6949,2.04,,C(=CCl)CCl
6950,0.18,,N#CCCCl
6954,1.47,,N(=C=S)CC
6970,2.31,,OC(CCCCC)C
6971,2.73,,ClCCCCC
6980,2.84,,O=N(=O)OCCC(C)C
6984,4.25,,O(CCC(C)C)CCC(C)C
6988,-0.72,,N#CCCCC#N
6993,2.63,,C1C=CC=CC=C1
7003,6.11,,O=C(O)CCCCCCCCCCCCC
7010,2.09,,N#CC(Cl)(Cl)Cl
7011,1.6,,C1C(O)CC2CCC3C4(O)CC(O)C(C5=CC(=O)OC5)C4(C)CCC3C2(C)C1
7012,1.77,,C1C2CCC3C4(O)CC(O)C(C5=CC(=O)OC5)C4(C)CCC3C2(C)CCC1OC6CC(O)C(O)C(C)O6
7014,-0.62,,O=P(N1CC1)(N2CC2)N3CC3
7018,1.47,,O=C1NC(=O)NC(=O)C1(C(C)C)CC(Br)=C
7020,3.38,,C1CC(C)C2=CC3C(=C)C(=O)OC3CC2(C)C1
7028,-1.59,,CC(=O)NO
7033,0.35,,c1cc(N)ccc1S(=O)(=O)Nc2ccc(S(=O)(=O)N)cc2
7042,2.8,,C1C(O)CC2C(O)C(O)C3C4CCC(C(C)CCC(=O)O)C4(C)CCC3C2(C)C1
7056,0.51,,CN(C)c1ccc(cc1)C(=C2C=CC(C=C2)=N(Cl)(C)C)c3ccc(cc3)N(C)C
7060,3.5,,C1CC(N2c3ccccc3NC2=O)=CCN1CCCC(=O)c4ccc(F)cc4
7073,1.31,,O=C(N(C(=O)c1cccc2)C)c12
7081,4.34,,N(c(c(c(ccc1)cc2)c1)c2)=C=S
7084,4.39,,CCCCCC(O)C=CC1C(O)CC(O)C1CC=CCCCC(O)=O
7086,2.65,,c1ccccc1OC(CC)C(=O)NC2C(=O)N3C(C(=O)O)C(C)(C)SC23
7093,0.31,,Cc1ncc(N(=O)=O)n1C
7094,1.63,,O=C(c(c(N)ccc1)c1)C
7095,1.46,,O=C(O)c(c(N(=O)=O)ccc1)c1
7099,1.0,,O=C(Nc(c(N(=O)=O)ccc1)c1)C
7100,1.98,,COc1ccc(C(C)=O)c(O)c1
7102,2.02,,Oc1cc(O)c2C(=O)CC(c3cc(O)c(O)cc3)Oc2c1
7104,-0.89,,Cn1cnc2NC(=O)NC(=O)c12
7108,3.9,,N(c(cccc1)c1)(c(cccc2)c2)C
7109,0.54,,O=C(C(OC=C1)=C1)C(O)C(OC=C2)=C2
7110,1.74,,O=Cc(c(N(=O)=O)ccc1)c1
7114,1.34,,c1cc2NC(=O)CCc2cc1
